Task,gemma-4-31b-it
7d0317e0.json,"The 9x9 grid is composed of 3x3 blocks. The block used is a 180-degree rotation of the input grid. This block is placed at positions (2-r, 2-c) in the 3x3 block grid for every cell (r, c) in the input grid that contains the value 2. All other blocks are filled with 0."
7f2fec32.json,"The gray pixel is removed, and the input pattern is rotated 180 degrees. Two copies of this rotated pattern are placed in the output grid such that the vector between their centers equals the vector from the gray pixel to the original pattern's center."
8329677f.json,"Identify all unique colors in the grid, count their occurrences, and output the colors as a column vector sorted by pixel count in descending order."
836f9e4c.json,"The output grid dimensions match the largest rectangle formed by the frame color. The border of the output grid is filled with the other non-zero color present in the input, and the interior is a copy of the interior of the largest frame rectangle."
85009099.json,"If a cell value is 5 and its column index is even, it changes to 3; otherwise, it remains unchanged."
8117ac09.json,"Identify connected components of red cells (color 2) using 8-adjacency or row/column connectivity. For each component, find its bounding box and fill all non-red cells within that bounding box with yellow (color 4)."
87e1d98b.json,The input grid is divided into four equal quadrants by a cross. The output is the quadrant containing the unique color.
8810db6c.json,"Split the input grid into two 3x3 grids (Left and Right) using the column of 5s as a divider. The output grid is 3x3, where a cell is 2 if both corresponding cells in the Left and Right grids are 1, and 0 otherwise."
8624d682.json,"The output digits (8, 7, 3, 6) are placed relative to the input digit '2' at (r, c). For r=1, the digits are placed at (r-1, c+1)=8, (r-1, c+3)=7, (r+1, c+1)=3, and (r+1, c+3)=6, provided the coordinates are within the 3x5 grid boundaries."
88438166.json,"Shift the entire grid upward by one row, filling the bottom row with zeros."
8a32c16a.json,"For each color, create a rectangle based on the bounding box of its points, shifted by a specific offset (rows shifted by -1, columns shifted based on relative position)."
8a525d7c.json,"Extract the smallest bounding box containing all non-zero cells, rotate it 180 degrees, and scale it by a factor of 2 (replacing each cell with a 2x2 block of the same color)."
8a342037.json,"The grid is divided into a 3x3 arrangement of 5x5 regions by divider lines of color C. The output grid contains the union of all shapes found in the input regions. In each output region (r, c), the cells of the union shape are colored S if they were color S in the input region (r, c), and colored C if they were color 0 in the input region (r, c)."
8a52d805.json,The output background is determined by the marker area's background. Markers in the marker area are mapped to corresponding patterns in the pattern area based on color. Each pattern is rotated 180 degrees and placed in the output grid at positions derived from the 180-degree rotation (flipped coordinates) of the markers.
8ac35d4b.json,"Replace cells with value 4 with value 6 if the column index i satisfies i % 3 == k, where k = 0 if the total number of columns % 3 == 1, and k = 1 if the total number of columns % 3 == 2."
8bc38b23.json,Reflect the positions of the vertical and horizontal stripes through the center of the grid and swap which stripe overwrites the other at their intersection.
8c3d4c70.json,"Identify columns containing non-zero values and replace all zeros in those columns with the value 8. Then, tile the resulting block in a 2x2 pattern to create the final grid."
8bb3a4ef.json,"The grid is divided into 2x2 cells by grid lines of a specific color. For each unique color present in these cells, if two or more cells of the same color share a row or column, all cells between them are filled with that color."
8e235455.json,"The anchor shape (color 7) defines a center point. The other shape (color 4) is mirrored across the vertical and horizontal axes passing through this center, and the final grid is the union of the anchor and all four mirrored versions of the second shape."
8f2c33d1.json,"Move the 3x3 red block (color 2) so its center shifts to the nearest green cell (color 3) in the same row or column, preferring the larger index in case of a tie. Original green cells are preserved and not overwritten by the red block."
91776f44.json,"The 6x6 output grid is composed of four 3x3 blocks: the top-left is the input rotated 90° CW, the top-right is rotated 180°, the bottom-left is the original input, and the bottom-right is rotated 270° CW."
94cc385c.json,"Keep the first two rows as provided. Fill the remaining rows by cycling through the elements of the first row in reverse order, with each row consisting of a single repeated color from that sequence."
9252f60a.json,"Construct lines of 2s perpendicular to the 8-lines, connecting shifted positions of the original 2s."
952d518b.json,Identify the bounding box of non-zero elements and swap the outer border color with the inner core color.
981a6d7e.json,Extract the dominant colors of the quadrants and rotate the resulting grid 180 degrees.
9a48d6ac.json,Fill all cells between any two cells of value 8 that share the same row or column with the value 3.
99f37919.json,"Extract the shape formed by the non-corner color, reflect it vertically within its bounding box, and render the resulting shape using the corner color."
9e35c72a.json,Extract the bounding box of the non-zero shape and rotate it 180 degrees.
9dece29e.json,The grid is filled by tiling a repeating 9x18 block defined by the first 9 rows and 18 columns of the input grid.
a0aaab36.json,"Grey cells move to the nearest perimeter position adjacent to the 2x2 red square anchor, maintaining their relative side (above, below, left, or right) and their alignment if already within the anchor's row or column range."
9f13dc33.json,"Replace each blue pixel (color 1) in the left section of the grid with a 3x3 pattern found in the top-right corner (columns 10-12, rows 0-2), centering the pattern on the blue pixel's position."
a1604761.json,"Identify the largest rectangular block of a single color and reflect its position across the center of the 16x16 grid using the transformation (r, c) -> (15-r, 15-c)."
