Task,gemma-4-31b-it
4af9e0e1.json,"The grid is treated as a 3x3 arrangement of 2x2 blocks. If a special value appears in the same relative position within more than one block in a row or column, that relative position is filled with that value for all blocks in that row or column."
4cefed62.json,"The output grid has M = N/2 rows. Each row i (from 0 to M-1) starts with (C_start + i) cells of the initial color X, followed by the remaining cells of color 2."
4ba3a496.json,Identify the color that appears exclusively on the grid boundaries and connect pairs of these points that share the same row or column with straight lines of that color.
4c948e17.json,The output grid width is twice the input width. Rows of zeros remain zeros. Pattern rows are repeated twice (shifted by 0) because the pattern rows in the input are identical.
4c41088c.json,Fill the interior of rectangles bounded by grey cells (color 5) with black cells (color 0) if the interior consists entirely of red cells (color 2).
4d17c4f3.json,"If a 0 and a 3 are adjacent (horizontally or vertically), the 0 is replaced by 5 and the 3 is replaced by 2. All other cells remain unchanged."
4de73ca3.json,"Identify the most frequent value in the 3x3 input grid. Create a 9x9 output grid by tiling the input grid into 3x3 blocks at the positions (r, c) where the input grid contains that most frequent value; all other blocks are filled with 0."
4d3cb8fa.json,"For each 2x2 yellow square (color 4) with top-left corner (r, c), place four colored dots on the grey background (color 5): blue (1) at (r-1, c-1), white (0) at (r-1, c+2), green (3) at (r+2, c-1), and red (2) at (r+2, c+2)."
4f0f5201.json,"The output is a (2N-1)x(2N-1) grid where N is the number of nested color layers. Each layer from the input is represented as a concentric 1-cell-thick border, starting with the background as the outermost layer and the innermost rectangle as the center cell."
4f132c25.json,"The output grid is an expanded version of the input grid (R+2, C+2). The internal grid is a copy of the input, the edges are copies of the input's outer rows and columns, and the four corners are filled with the value 2."
517abcd9.json,Identify all non-zero colors in the input grid and sort them in descending order based on their pixel counts.
54e810b2.json,Identify the color with the highest pixel count and extract its smallest bounding box.
5132d9d7.json,"Identify connected components of 0s (4-connectivity). If a component's size is exactly 6, replace its 0s with 5s; otherwise, replace its 0s with 2s. Cells containing 1 remain unchanged."
5673ca05.json,"If the first and last elements of a row are identical and non-zero, fill the entire row with that value; otherwise, leave the row unchanged."
4f3072b8.json,"The output 3x3 grid summarizes the distribution of non-grid-line colors across the regions of the intersection grid: top-left (0,0), top-right (0,2), and the bottom row (2,0)-(2,2)."
5526e9ec.json,"For each row, replace all occurrences of the target color 3 (green) with the reference color found in the first column (Column 0) of that same row."
586ac23d.json,The input grid consists of blocks of uniform color separated by lines. The output is a grid formed by taking the colors of these blocks and applying a horizontal mirror reflection (reversing each row).
5954bad3.json,"From the seed point (value 5), a zigzag pattern of 8s is created. For rows above the seed (k=1, 2...), odd k places an 8 at (r-k, c+k-1) and even k places 8s at (r-k, c+k-2), (r-k, c+k-1), and (r-k, c+k). For rows below the seed, odd k places an 8 at (r+k, c-k+1) and even k places 8s at (r+k, c-k), (r+k, c-k+1), and (r+k, c-k+2)."
579b349d.json,"Identify the maximum column index (Cmax) occupied by the object. For each contiguous block of cells in a row, shift the block one column to the right if its end index is less than Cmax; otherwise, keep it in place."
59e92c20.json,"Replace all occurrences of the value 2 with 7, while keeping all occurrences of 6 unchanged."
5a99c47a.json,"The output is a 9x9 grid composed of 3x3 blocks. For each cell (r, c) in the 3x3 input grid, if the value is non-zero, the corresponding 3x3 block in the output is a copy of the input grid; if the value is zero, the corresponding 3x3 block is filled with zeros."
5aa8abaf.json,"The 3x3 block from the top-left corner (rows 0-2, cols 0-2) is replicated and centered at every position where a '7' appears in the input grid."
5ac22e10.json,"Identify the non-background color (not 1), find the smallest bounding box containing all pixels of that color, and extract that subgrid."
5aa90e4c.json,Identify the non-background row pattern P starting at row S with length L. Apply a cyclic shift of k = S mod L to the pattern (moving the last k rows to the front) and repeat this shifted pattern to fill the output grid.
5c4a3fc7.json,"Connect the cell of color 2 and the cell of color 8 using an L-shaped path of color 0, moving horizontally from the row of color 2 to the column of color 8, then vertically to the row of color 8."
5b007ac9.json,"The grid is divided into rectangular regions by grey lines (color 5). The top-leftmost region is filled with color 1, the middle region with color 3, and the bottom-rightmost region with color 2."
5df0d917.json,"The grid is split into two halves (rows 0-4 and 5-9), each colored by the color of the special pixel located in that half. Rows 0, 9, and the rows containing the special pixels are filled completely; all other rows are filled only at the edges (columns 0 and 9)."
5c7f6979.json,"The output is a 3x3 grid where each cell (i, j) is the signal color if the corresponding region in the input grid contains any signal color pixels, and the background color otherwise."
5cad69ba.json,The provided reasoning text is incomplete and does not contain a final predicted grid or a fully defined rule.
5e030628.json,"Identify clusters of 0s based on a Chebyshev distance of 2 or less. For each cluster, fill the smallest bounding box containing all its 0s with the color 9, while preserving existing 0s."
5f2801e0.json,"Extend diagonals from the first (top-most, then left-most) and last (bottom-most, then right-most) points of the input shape. The last point extends down-right if its column is greater than or equal to the first point's column, otherwise down-left. The first point extends up-right if it is not on the same diagonal as the last point."
602c23c6.json,"Identify the special cell (S) of a unique color. Determine the direction of a line from S to the grid edge based on the position of other shape cells in S's row or column. Fill background cells (color 4) along that path with the special cell's color, without overwriting the base shape."
65dfcaf5.json,"Connect pairs of cells of the same color using diagonal lines of that same color, based on their relative positions (Top-Left to Bottom-Right or Top-Right to Bottom-Left)."
63c6dcce.json,Markers outside a central green rectangle change the color of the rectangle's edge cell that is closest to the marker in the same row or column.
672d5498.json,Fill the interior of the azure rectangle with grey pixels and draw a grey line from the gap in the boundary to the edge of the grid.
6729c50b.json,"Reflect the main shape (color 4) across the boundary defined by the mirror indicator (color 6), combine the original and reflected shapes, replace the background (color 7) with color 2, and replace the mirror indicator with the main shape color."
67377d82.json,"Identify the 2x2 square of color 7. Replace its four cells with the colors of the four single pixels located in the top-left, top-right, bottom-left, and bottom-right quadrants relative to the square, respectively. All other cells are set to 0."
6858bec1.json,"Divide the 9x9 input grid into a 3x3 arrangement of 3x3 blocks. For each block, determine the most frequent color (the mode) and use that value as the corresponding cell in the resulting 3x3 output grid."
6772471b.json,"Extend the line formed by color 2 in its current direction until it reaches a wall of color 3, then reflect the path off the wall and fill the entire trajectory (including the bounce point) with color 8."
6a6fb49b.json,"When a vertical strip and a horizontal strip intersect, the color with the higher numerical value overwrites the color with the lower numerical value at the intersection."
69623d32.json,"Identify the unique color forming a small, compact cluster and extract the smallest bounding box containing all cells of that color."
6aa7a7fd.json,"Identify columns containing 1s. Replace 1s in the column with the maximum count of 1s with 5s, and replace 1s in the column with the minimum count of 1s with 2s. All other cells are set to 0."
6bff29fc.json,"Each non-zero cell at (r, c) in the 10x10 input is mapped to a 4x4 block of the same color in a 20x20 output grid, where the block's top-left corner is at (floor(r/2)*4, floor(c/2)*4)."
6c7c69f4.json,"A blue line divides the grid. In the top half, red cells extend downwards to the blue line and white cells extend upwards to the top edge. In the bottom half, red cells extend upwards to the blue line and white cells extend downwards to the bottom edge."
6bfd9708.json,Divide the input grid into 3x3 blocks and select the block that is structurally different from the others (specifically the one that deviates from the common pattern and has the fewest occurrences of the background color 8).
6d1b923a.json,"Locate the value 2 at (r, c). Place 3 at (r-1, c-1), 6 at (r-1, c+1), 7 at (r+1, c-1), and 8 at (r+1, c+1), provided they are within bounds. Replace the original 2 with 0."
6cc07476.json,"The output grid size is (3S x 3S) where S = 9 - (number of non-zero elements in the input). The input 3x3 block is repeated horizontally H1 times (where H1 = non-zeroes in Col 1 + 2) in the first 3 rows. The number of vertical repetitions V is 2 if Col 2 has > 1 non-zero element, otherwise 1. For the test input, S=7, H1=3, and V=1."
6cdd74d0.json,"The output is a scalar value determined by the spatial pattern of the non-zero elements in the 3x3 grid, regardless of the color. The pattern (0,1), (1,0), (1,1), (1,2), (2,1) maps to the value 2."
6f503bc0.json,Pixels with value 2 generate orthogonal neighbors of value 1; pixels with value 7 generate diagonal neighbors of value 6; other seed pixels remain unchanged.
7080b938.json,"The output grid size matches the green rectangle outline (color 3). The output maintains the green border, and the interior is filled by expanding the other colored shape (color 4) to fit the interior dimensions using a scaling factor (in this case, 4x4 blocks for each pixel of the 3x3 shape)."
72cbad0f.json,The output grid is created by concatenating the input rows in reverse order followed by the input rows in their original order.
73609f56.json,"Identify the minimum and maximum column indices containing color 2. For every row that contains at least one cell of color 2, change all cells of color 0 between those column boundaries (inclusive) to color 8."
719d2b5d.json,"Identify the special color (non-background color 2). For every cell containing the special color, if its column index is odd, change the color to 4; otherwise, keep the special color."
73b65072.json,"For each input square of size S (color A) containing a center square of size S-2 (color B), the output is a square of size S+2 where the outer border is color A, the inner S-sized square is color B, and the innermost S-2 sized square is color A."
740f0b29.json,"The output is formed by combining the left 4-element sequence of each row with the reversed right 4-element sequence, where any non-1 color takes priority over color 1."
759fcdfb.json,"The output value at each position (i, j) is 3 if (Top=3 and Bottom=3) or (Top=4 and Bottom=0), and 2 if (Top=4 and Bottom=3) or (Top=3 and Bottom=0)."
76385413.json,"For each row, if there are two or more cells with the value 2, all cells with the value 0 located between the first and last occurrence of 2 in that row are changed to 1."
74826c0e.json,"The input grid is split into two sections. Shapes in the first section are matched to marker patterns in the second section based on the relative positions of their special pixels. The marker patterns are then placed into an output grid (sized like the first section) with a background color derived from the input backgrounds, aligning the marker's special pixels with the shape's special pixels."
771e34a9.json,Collapse identical adjacent rows into a single row and identical adjacent columns into a single column.
7750cfcd.json,"Mirror the bottom half of the grid (Rows 5-9) vertically to fill the top half (Rows 0-4), while keeping the bottom half unchanged."
78710c74.json,"For each unique color (excluding background color 2), identify the minimum and maximum row and column indices of its pixels and fill the resulting bounding box with that color."
77f8996c.json,"For every row containing a color other than 5, identify the first non-5 cell. From that cell to the end of the row, fill the cells with an alternating pattern of that identified color and color 4."
77bc6086.json,A cell with value 0 is changed to 2 if all of its orthogonal neighbors have a value of 1.
77c5c228.json,"The output is a 9x9 grid with a background color of 2. The 3x3 input grid is tiled into the 9x9 grid at every block position (r, c) where the input grid contains the value 1."
7bc5006f.json,The output is the color of the rectangular block that contains a hole (zeroes) within its boundaries.
7a5883f0.json,"The first non-zero row defines a binary pattern of two colors (A and B). For all subsequent non-zero rows, the first two distinct colors encountered (A' and B') are used to fill the row according to the original A/B pattern. Zero rows remain unchanged."
78f39201.json,Identify the repeating tile pattern by removing noise (value 4) and tile the pattern across the entire grid.
7b43a1b1.json,"Identify whether the grid is divided into vertical or horizontal bands of a dominant color, then fill each entire band with that dominant color, removing all outlier colors."
7c0638da.json,"The input grid is divided into three 4x4 sections. Each section is mapped to a row in the 3x3 output grid based on the arrangement of 2s: a center 2x2 square maps to 8, a non-center 2x2 square maps to 5, and an edge-based pattern maps to 4."
7efdd3b5.json,"Extract the sequence of unique colors from the input grid; if arranged in vertical strips, output as a 1xN horizontal grid; if in horizontal strips, output as an Nx1 vertical grid."
7d4685c9.json,"The output is a 4x4 grid where a cell is 2 if both corresponding cells in the top 4x4 block (B1) and bottom 4x4 block (B2) are 2; otherwise, the cell is 4."
7c9a1e14.json,Identify the bounding box of all non-1 colored cells and extract the top-left 3x3 subgrid from that bounding box.
7f513f90.json,"Identify the number of rows $k$ before the first row of background color 3, and mirror those $k$ rows at the bottom of the grid in reverse order."
7faa89cf.json,The row range of the yellow (4) object determines the final row range for all objects; the red (2) and blue (1) objects are shifted vertically to match this range while preserving their column positions.
7ff8b18b.json,"Identify the block of color 5 (grey). If the block is square or wider than it is tall (W ≥ H), the output is an H x H grid where each row is filled with the color of the corresponding horizontal line (rows containing colors other than 4 and 5) found in the input."
8447fe21.json,"In each row, if there are two or more separate segments of color 9 (maroon), the gaps between the first and last segment are filled with color 2 (red)."
85ed3810.json,"For every rectangular block of color 2, fill the interior cells (those not on the border) with color 5."
86c075b1.json,"Identify the position (r, c) of the single non-zero object. Move the object to (r+1, c). Fill all rows from 0 to r with a checkerboard pattern of 2s and 0s, where cell (i, j) is 2 if (j - c) is even and 0 otherwise."
8222c6ab.json,Identify all rectangles of size at least 3x3 where the entire boundary is composed of green cells (value 3). Replace the green cells on these complete rectangular boundaries with black cells (value 0).
84618f29.json,The output is a 5x5 grid extracted from the input grid at positions that are the 180-degree rotation of the 5x5 marker block (color 3) around the center of the 16x16 grid.
87957ace.json,"Identify shapes made of 0s. If a shape is a ring, replace its interior cells with color 2 and replace the ring boundary with the background color 3. If a shape is solid with no interior, remove it entirely."
8a04eaef.json,Creates a checkerboard pattern by alternating the colors of the two input rows based on the parity of the sum of the row and column indices.
87f3c7b2.json,"Identify if the grid is divided into horizontal or vertical bands of color. If horizontal, extend any '0' vertically to fill all rows within its band for that column. If vertical, extend any '0' horizontally to fill all columns within its band for that row."
87d82907.json,The output grid dimensions are determined by the number of horizontal and vertical gaps created by the lines (number of lines + 1). The output grid is filled with the input's background color.
8ed8ff48.json,Identify the 3x3 ring of identical colors and output the color of the center cell within that ring.
8f341094.json,Filler shapes are moved to fill holes within container shapes (color 3) based on matching geometry and size; scattered pixels remain in place.
8f05ee98.json,Change all cells containing the value 6 to 4 if the column index is a multiple of 3.
8f7bc0f8.json,Identify sets of four 0s forming the corners of a rectangle and fill the interior area (exclusive of the boundaries) with the value 4.
8ffa87ab.json,Identify the center column of each 2x3 rectangle object with a missing bottom-middle pixel and place a magenta (6) pixel in the last row of the grid at those column indices.
8fb959cb.json,"Each row is replaced by a solid color based on its pattern: (2, 2, 0) becomes (5, 5, 5), (2, 0, 2) becomes (3, 3, 3), and (0, 2, 2) becomes (4, 4, 4)."
9019497d.json,"The red (color 2) 2x2 block expands diagonally upward and leftward from its top-left corner, and the blue (color 1) 2x2 block expands diagonally downward and rightward from its bottom-right corner."
90cc7a9a.json,"Identify the two cells with value 3, calculate their midpoint, and place a plus sign of value 1 centered at that midpoint while preserving the original cells."
8d5aec32.json,"Fill the interior of orange (7) squares with blue (1) if the side length is even, and red (2) if the side length is odd."
90626514.json,"The input grid consists of three 3x3 blocks separated by columns of 2s. The first block (B1) is the source pattern. The second block (B2) is a 90-degree clockwise rotation of B1, and the third block (B3) is a 180-degree rotation of B1."
9644ac22.json,"Identify the 3x3 object containing a pixel of color 8, extract its bounding box, and replace the color 8 pixel with the object's primary color."
954624ab.json,"The output grid is a 2n x 2n grid created by taking the top-left n x n quadrant of the input, replacing its non-zero pixels with the color of the dividing cross, and mirroring this pattern horizontally, vertically, and both (180-degree rotation) to fill the four quadrants."
914e2e57.json,Keep the middle column of the grid as it is and replace all other cells with the value 8.
96f44769.json,"Replace inner blocks of color 7 within 0-rectangles based on their size: 1x1 becomes 5, 2x2 becomes 6, and 3x3 becomes 8."
974790e2.json,"Divide the 11x11 grid into nine 3x3 subgrids. Count the occurrences of the non-background color (non-5) in each subgrid. Fill the subgrids containing the maximum count entirely with that color, and fill all other subgrids entirely with the background color (5), while keeping the separator lines (0s) intact."
9766ce7b.json,"Identify the bounding box of the 0-region. Find rows and columns within this bounding box that consist entirely of 0s. Replace all 0s located in these ""full"" rows or columns with 2s."
97e56906.json,Mirror the input grid both horizontally (each row concatenated with its reverse) and vertically (the sequence of rows repeated in reverse order).
99f69d0a.json,Append a horizontally mirrored version of the input grid to its right.
96507d79.json,"The grid is divided into a 3x3 arrangement of 5x5 regions by lines of a specific color (0). The base shape is determined by the Top-Left region's 3x3 center. For each region in the output, the base shape is filled with the line color (0), and any relative position within the 3x3 center that contains a non-background color (8) in any of the input regions is filled with that color (8) across all regions."
9d59e11b.json,"Identify the three objects of color 5 and assign colors based on their lengths: the longest becomes color 4, the medium becomes color 2, and the shortest becomes color 1."
9e40aa5a.json,"Identify the column containing color 2 and the row containing color 8. Fill the entire column with color 2 and the entire row with color 8, then set their intersection to color 4. All other cells are 0."
9d40b9ad.json,"Identify a boundary rectangle of a specific color. Mirror the interior non-background pixels across the rectangle's boundaries to the exterior, then clear the interior pixels to the background color."
9d7bf1bb.json,"Each 3x3 plus shape is expanded into a 5x5 diamond-like pattern: cells on the diagonals relative to the center are colored with the center color (Color A), and cells on the axes (row/column) relative to the center are colored with the arm color (Color B)."
9e5953f4.json,"For each column, any non-zero value propagates downward, filling all subsequent cells in that column."
9ee21e11.json,"Identify the centers of all hollow magenta (6) rectangles and draw blue (1) crosses (full row and full column) passing through these centers, while preserving the original magenta cells."
a01a896d.json,"For each column, count the number of 0s and replace the bottom floor(count / 2) zeros in that column with 8s."
a209844f.json,"The output grid size is determined by the interior of the rectangle formed by Color A. The content of the output grid is Color A, placed at positions corresponding to the relative coordinates of Color B within that interior."
a1d1effe.json,"Rectangular regions of color 5 are transformed: corners become color 2, perimeter edges become color 4, and the interior becomes color 1."
a3cbcb26.json,Extract the smallest bounding box containing all non-zero elements and replace all zeros within that subgrid with the color 3.
a2363642.json,Identify the repeating pattern width (W) of the rows and shift the location of the 0-block horizontally by W to extract the values from the original grid.
a3b80c24.json,The input grid is partitioned into regions by rows and columns of zeros. The output is a grid where each cell contains the dominant non-zero color of the corresponding region.
a491e795.json,"Identify all 2x2 squares of 1s, sort their top-left coordinates by row then column, and map the first five indices to specific positions in a 3x3 grid: index 0 to (0,0), 1 to (0,2), 2 to (1,1), 3 to (2,0), and 4 to (2,2), filling these with 2."
a63b25fd.json,Identify the location of the value 4 and extract the 3x3 grid centered two rows below it.
a7963dec.json,Identify the two rectangles and determine which has the larger area; the output is a 2x2 grid of the color of the larger rectangle.
a5b8e110.json,Crop the input grid to the columns containing the vertical sequences of 0s and the rows spanning from one row above to one row below those sequences.
a88e2178.json,The input grid is divided into four 2x2 quadrants by a middle row and column of zeros. The output is the unique quadrant that differs from the other three.
a8cfb850.json,"For every cell containing a 5 in the input grid, replace the 3x3 area centered at that cell with 0s. All other cells remain 1."
a8f34a86.json,The 6x6 pattern block is divided into four 3x3 quadrants. The color 5 in each quadrant is replaced by the corresponding color from a 2x2 color key located in another quadrant of the grid.
ae865e32.json,"The first column remains unchanged. A diagonal of 3s is placed where r + c = width - 1 (for columns 1 to width-1). The bottom row (excluding the first column) is filled with 0s, and all other remaining cells are 5s."
acb5791b.json,Rotate the input grid 90 degrees counter-clockwise.
ac893b0a.json,"The 3x3 block of color 3 moves its center from the current red dot (color 2) to the next red dot in the sequence (left-to-right), while all red dots remain in their original positions."
aef79a55.json,"Connect the 0 at (r0, c0) and the 4 at (r4, c4) with an L-shaped path of 8s, using the elbow point at (r4, c0)."
aecf68a8.json,"Identify a pattern object (non-black, non-gray) and replace all gray blocks of the same dimensions with copies of that pattern."
b1dc6389.json,"The output grid is a 4x4 grid where a cell (r, c) is 1 if both the corresponding cell in the top 4x4 half of the input and the corresponding cell in the bottom 4x4 half of the input are 0; otherwise, it is 0."
