Task,gemini-3.5-flash-lite
178fcbfb.json,"Markers of colors 1 and 3 draw horizontal lines across their respective rows, while color 2 draws vertical lines down its column. Horizontal lines take precedence over vertical lines at intersections."
1b2d62fb.json,"For each row, find the union of column indices containing 9 in the left and right 3-column blocks, and place an 8 in the output row's complement positions (where 9 does not appear in either block), with 0 elsewhere."
1a07d186.json,"Stray pixels are filtered to retain only those matching the color of a full line, and are then repositioned directly adjacent to that line (above/below for horizontal lines, or left/right for vertical lines), preserving their perpendicular coordinate."
1b60fb0c.json,"Reflect blue pixels (1) from the right side across the central axis (column 5), and fill the corresponding empty spaces on the left side with red pixels (2)."
1bfc4729.json,"The grid is split into top and bottom halves (rows 0-4 and 5-9). The top color from the input defines the top half pattern where rows 0 and 2 are fully filled and rows 1, 3, 4 are hollowed. The bottom color defines the bottom half pattern where rows 7 and 9 are fully filled and rows 5, 6, 8 are hollowed."
1e0a9b12.json,"Apply gravity to each column, causing all non-zero blocks to fall to the bottom while maintaining their relative vertical order."
1caeab9d.json,"Shift all colored objects vertically so that their top-to-bottom row spans match the vertical span of the reference blue object, while preserving their horizontal shapes and positions."
1c786137.json,Extract the interior subgrid strictly enclosed within the outer rectangular border of the input grid.
1cf80156.json,Extracted the subgrid defined by the bounding box of the non-zero pixels.
1f642eb9.json,Outside colored pixels project orthogonally onto the nearest edge of the central teal (8) block while maintaining their original positions.
1f85a75f.json,Extract the bounding box of the unique colored target object from the input grid.
1e32b0e9.json,Place a C-shape at the right neighbor of each input object (or at the object itself if no right neighbor or based on specific grid coordinates).
1f0c79e5.json,Fill cells where the column index matches the anti-diagonal and main diagonal bounds for each row with color 8.
2013d3e2.json,Find the bounding box of non-zero pixels and extract the 3x3 subgrid starting from its top-left corner.
2204b7a8.json,Green pixels are transformed to the color of the closest uniform boundary line (left or right column).
1f876c06.json,Connect pairs of identical numbers in the input grid with straight diagonal lines of the same value.
1fad071e.json,"Count the number of 2x2 blue blocks in the input grid and generate a 1x5 output grid with that number of 1s, followed by 0s."
22168020.json,"For each row independently, if there are two or more pixels of the same color, fill all the cells horizontally between the leftmost and rightmost pixels of that color."
2281f1f4.json,"Project the gray pixel pattern from Row 0 onto every row that has a gray marker at Column 9, changing the projected pixels' color to red (2), while the marker at column 9 remains gray (5). All other rows remain zero."
228f6490.json,"Floating shapes outside the gray containers are moved inside the matching internal holes of the gray container regions, leaving their original locations blank."
22233c11.json,The output grid is filled with 8s and 3s based on non-overlapping rectangular blocks placed at specific coordinates as identified in the reasoning.
22eb0ac0.json,"Check the first and last column of each row. If they are equal, fill the entire row with that number; otherwise, leave the row unchanged."
23581191.json,"Draw horizontal and vertical lines from the teal (8) and orange (7) pixels. Where the horizontal line of one color intersects the vertical line of the other color, mark the intersection with red (2). All other cells in those rows and columns take the respective color, and remaining cells are 0."
234bbc79.json,Remove the four gray anchor pixels (5) and superimpose the overlapping colored shapes relative to their positions to form a single compact output grid.
23b5c85d.json,Extract the smallest object by area from the input grid and output it as a cropped grid.
239be575.json,Determined whether a continuous orthogonal path of the color 8 connects the two 2x2 blocks of the color 2.
253bf280.json,"Connect pairs of teal pixels (8) on the same row or column with a line of green pixels (3), leaving isolated teal pixels unchanged."
25d8a9c8.json,"For each row, if all three numbers are identical, the row is replaced with 5 5 5; otherwise, it is replaced with 0 0 0."
25ff71a9.json,Shift all non-zero elements down by one row.
25d487eb.json,"An anomalous pixel at the base of a triangular shape projects a vertical line of its own color towards the tip and all the way to the edge of the grid, filling empty cells in its path without overwriting existing shape pixels."
272f95fa.json,"The grid is partitioned into a 3x3 sub-region layout by teal (8) intersecting lines, and specific regions are filled with fixed colors (red, yellow, magenta, green, blue) while corners remain black (0)."
27a28665.json,"The output value is determined by the spatial configuration (shape) of the non-zero cells in the input grid, mapping specific geometric patterns to scalar values."
28bf18c6.json,Extract the bounding box of the non-zero colored object and duplicate the resulting subgrid horizontally side-by-side to form the output grid.
264363fd.json,Remove the template pattern from its original location outside the rectangles and stamp a copy of it centered at every marker location inside the rectangles.
29c11459.json,"For rows with non-zero endpoints at column 0 and 10, fill columns 0-4 with the left endpoint's color, place a grey (5) in column 5, and fill columns 6-10 with the right endpoint's color. Other rows remain zeros."
29623171.json,"Count the number of non-zero pixels in each 3x3 subgrid, find the maximum count, and fill only the subgrids that achieve this maximum count with their object color, clearing all other subgrids to 0 while keeping the separator lines (5) intact."
28e73c20.json,Generate a square spiral pattern of green cells (3) winding inward on a grid of zeros.
29ec7d0e.json,"Reconstruct the missing values of an $N \times N$ fundamental tile (where $N=9$) using periodic information from the tiled input grid, and then tile this complete base block to fill the entire output area."
2bee17df.json,Extract the coordinate ranges and patterns from the reasoning to determine the full-width and vertical span features of the grid.
2bcee788.json,Reflect the upper pattern vertically across a horizontal axis located just above the row containing the color 2 marker.
2c608aff.json,"Isolated marker pixels that align horizontally or vertically with the central block project towards the nearest edge of the block, filling the intervening background space with their color, while misaligned marker pixels remain unchanged."
2dc579da.json,"Extract the 6x6 quadrant of the grid that contains the single unique anomalous pixel, delineated by the intersecting background-colored cross lines."
2dee498d.json,Extracted the base grid by taking the first one-third of the columns from the horizontally repeated input grid.
31aa019c.json,"Find the unique color in the input grid, locate its coordinates, and create a 3x3 square at those coordinates in the output grid (filled with zeros elsewhere) where the center has the unique color and the surrounding 8 pixels are filled with the color 2."
2dd70a9a.json,"Draw an orthogonal path of color 3 connecting the green/teal marker (3) to the red destination marker (2), routing around obstacles of color 8."
321b1fc6.json,"Locate the non-teal template shape, remove it from its original position, and stamp/copy it onto every location where a teal (8) shape was present in the input grid."
32597951.json,"Within the bounding box defined by the teal (8) pixels, change all blue (1) pixels to green (3), while leaving all other pixels unchanged."
3428a4f5.json,"Combine the top and bottom 6x5 blocks of the input grid using a conditional overlay rule: matching 2s become 0, matching 0s become 0, and a mix of 0 and 2 becomes 3."
3618c87e.json,"The blue pixels in row 2 move down to replace the gray pixels at the same column positions in the bottom row, while row 3 remains unchanged."
3345333e.json,"Clear the block of 8s, and shift the 5s to the left by 4 columns (subtract 4 from their indices), preserving existing values where they overlap."
363442ee.json,"For every marker '1' at (r, c) in the right section, stamp a copy of the 3x3 pattern from the left section with its top-left corner at (r - 1, c - 1)."
3631a71a.json,Extracted specific sub-grids from the input and rearranged them by reversing the row order.
36d67576.json,Complete the incomplete yellow shapes by applying the relative marker patterns (green and blue pixels) from the complete reference shape based on the red anchor position and orientation.
36fdfd69.json,Color 4 fills background pixels (value 1) that are sandwiched between two pixels of color 2 (horizontally or vertically) within a short distance.
39a8645d.json,Extract the 3x3 shape corresponding to the color with the highest numerical value in the input grid.
3906de3d.json,Red pixels move upwards column-by-column into available empty spaces until blocked by blue pixels or the top edge of the grid.
39e1d7f9.json,Extracted cell values from grid coordinates where block indices determine scalar grid values.
3aa6fb7a.json,Locate all 3-cell L-shaped components of color 8 (teal) and fill in the missing 4th cell to complete a 2x2 square with color 1 (blue).
3ac3eb23.json,"Even rows copy the original row 0, while odd rows split each non-zero element from row 0 into its left and right adjacent columns."
3af2c5a8.json,"Mirrors the input grid horizontally to double its width, and then mirrors the resulting grid vertically to double its height, creating a 2x2 reflection-symmetric output."
3bd67248.json,"The first column retains its original color, a diagonal line of red (2) is drawn from top-right to bottom-left for all rows except the last, and the final row is filled with yellow (4) after the first column."
3c9b0459.json,Rotate the input grid by 180 degrees (reverse row order and reverse elements within each row).
3bdb4ada.json,"For each 3-row-high solid rectangular block, the top and bottom rows remain unchanged, while the middle row alternates between the block's color and 0 starting with the block's color at the leftmost column."
3befdf3e.json,"Objects with outer borders and inner cores expand based on their size (3x3 to 5x5, 4x4 to 8x8) with specific internal color transformations and positioning shifts."
3de23699.json,Replace all green (3) pixels with red (2) pixels in the specified positions.
3eda0437.json,"The task involves identifying patterns, coordinates, and contiguous blocks of zeros or specific sequences within the grid rows."
3e980e27.json,"Source shapes attached to specific anchor colors (2 and 3) are copied to all other occurrences of those anchor colors in the grid. Shapes copied for anchor 2 are horizontally reflected, while shapes copied for anchor 3 remain unchanged."
40853293.json,"Connect pairs of pixels of the same color with straight horizontal or vertical lines. When lines intersect, vertical lines take precedence and overwrite horizontal lines."
3f7978a0.json,"Extract the rectangular subgrid bounded by a teal (8) frame that encloses the vertical gray (5) bars, including the frame itself."
4093f84a.json,"Non-zero pixels are pulled horizontally or vertically toward a continuous gray obstacle (wall), packing densely against its edges."
41e4d17e.json,"Find the center of each 5x5 hollow square of color 1 and draw intersecting horizontal and vertical lines of color 6 through the center, while preserving the original color 1 borders."
4258a5f9.json,"For each gray (5) pixel in the input, replace its 3x3 neighborhood with blue (1) pixels while keeping the central pixel as gray (5). All other cells remain black (0)."
42a50994.json,"Remove any foreground pixel (value 3) that has no 8-connected neighbors (isolated single pixels), keeping only pixels that belong to a connected component of size 2 or greater."
4290ef0e.json,"Construct concentric hollow square frames of decreasing sizes centered in the grid, each with a unique color based on the input pattern."
4347f46a.json,"Identify all solid rectangular colored regions in the input grid and transform them into hollow rectangles by replacing internal pixels with the background color (0), leaving only the outer perimeter intact."
445eab21.json,"Compare two hollow rectangular frames by size (pixel count, then bounding box area) and output a 2x2 grid filled with the color of the larger frame."
447fd412.json,"The top object's rows are vertically scaled by a factor matching the bottom block's height (2 rows per original row), and horizontally scaled similarly (multiplied by 2) to generate the output shape."
444801d8.json,"Encloses shapes made of blue pixels by adding a top overflow row of the internal seed color, filling the top row of the shape's interior at the center, filling subsequent interior rows with a 3-column width of the seed color, and leaving the bottom row as blue."
44d8ac46.json,Enclosed background holes (zeros) surrounded by grey shapes (fives) are filled with red (twos) if and only if the hole is a square (width equals height); non-square holes remain unchanged.
44f52bb0.json,"Output 7 if the maximum connected component size of the digit 2 is 2; otherwise, output 1."
4522001f.json,"Find the minimum row and column indices of color 3 in the input, then construct a 9x9 grid with two 4x4 blocks of color 3 placed at (min_r, min_c) and (min_r + 4, min_c + 4)."
4612dd53.json,Fill the spaces between horizontally and vertically adjacent 1s with 2s.
46f33fce.json,"The grid expands from 10x10 to 20x20. Each non-zero input pixel at (r, c) expands into a 4x4 block of the same color in the output grid, with the top-left corner determined by calculated row and column formulas."
469497ad.json,"The input grid is scaled up based on the number of distinct non-zero colors in its border. Specifically, the scale factor is the number of distinct border colors plus one. The inner blocks and border features are scaled up by this factor, and special diagonal rays of color 2 are generated from the corners of the scaled inner object."
47c1f68c.json,"The top-left quadrant's shape is replicated across all four quadrants of the output grid with symmetrical reflections (TL is normal, TR is horizontally flipped, BL is vertically flipped, and BR is rotated 180 degrees) using the divider color."
46442a0e.json,"The input grid is expanded into four quadrants representing the original grid rotated by 0 degrees (top-left), 90 degrees clockwise (top-right), 90 degrees counter-clockwise (bottom-left), and 180 degrees (bottom-right)."
48d8fb45.json,Locate the gray marker (5) and extract the 3x3 subgrid immediately below it.
496994bd.json,"Extract the contiguous block of non-zero rows from the top of the input grid, vertically reflect it, and place it at the bottom of the output grid while filling the intermediate rows with zeros."
4938f0c2.json,Mirror the red (2) pattern in one quadrant across both the horizontal and vertical center axes defined by the green (3) anchor to form four-way radial symmetry.
49d1d64f.json,Expand the grid by adding a border. The top and bottom rows start and end with '0' enclosing the input's first and last rows respectively. The intermediate rows have their first and last elements duplicated.
4be741c5.json,Extracts the sequence of colors from vertical or horizontal stripes and formats them into a row vector (for vertical stripes) or column vector (for horizontal stripes).
484b58aa.json,Fill in the zero values of each row by copying the corresponding non-zero values from the pristine (zero-free) row that belongs to the same congruence class modulo 9.
50846271.json,Gray pixels (color 5) that are sandwiched horizontally or vertically between two red pixels (color 2) are transformed into teal (color 8).
4c5c2cf0.json,"Reflected shapes horizontally across the central vertical axis, and for shapes in the lower half, also reflected them vertically across the central horizontal axis."
4c4377d9.json,"Vertically flipped the input grid and concatenated it directly on top of the original input grid, doubling the height while keeping the width the same."
508bd3b6.json,"A teal ray originates from a diagonal segment and travels at a 45-degree angle. Upon colliding with a red obstacle, it reflects at standard angles, drawing a green path until it hits the outer boundary wall."
50cb2852.json,"Hollow out the interior of each solid colored rectangle, replacing the inside pixels with teal (8) while keeping the original 1-pixel border intact."
5168d44c.json,"A 3x3 block containing '2's and a central '3' moves 2 units in the positive direction along a background line of alternating '3's and '0's, while restoring the background pattern in its vacated area."
5117e062.json,Extract the 3x3 object that contains the teal pixel ('8') and replace the teal pixel with the object's surrounding color.
53b68214.json,Identify the vertical repeating pattern (motif) in the input and tile it vertically until the output grid reaches a height of 10 rows.
539a4f51.json,"Expand the 5x5 input grid into a 10x10 output grid where the top-left quadrant is the original input, the top-right and bottom-left quadrants mirror the top and left edges respectively, and the bottom-right quadrant expands based on the diagonal elements."
54d82841.json,Place a yellow pixel (4) on the bottom row directly beneath the center column of each 3-wide hollow shape found in the grid.
543a7ed5.json,"Encircle each magenta shape with a 1-pixel wide green border, and convert any gray pixels strictly enclosed within the magenta shapes into yellow."
54d9e175.json,The grid is divided into 3x3 regions separated by '5's. Each region is filled uniformly with a value equal to its center digit plus 5.
5582e5ca.json,Replace the entire grid with a uniform 3x3 grid consisting only of the most frequent number found in the input grid.
5521c0d9.json,Each distinct colored object is shifted vertically UP by a number of rows equal to its height.
5614dbcf.json,"Partition the 9x9 input grid into a 3x3 arrangement of 3x3 subgrids and extract the dominant non-zero color from each subgrid, ignoring the grey (5) markers."
56ff96f3.json,"For each unique non-zero color, find its minimum and maximum row and column extents, and fill the resulting rectangular bounding box with that color."
56dc2b01.json,"The green shape moves towards the red barrier until adjacent to it, and a line of cyan cells ('8') is left behind on the opposite side of the shape."
5bd6f4ac.json,"Extracts the top-right 3x3 subgrid (rows 0 to 2, columns 6 to 8) from the 9x9 input grid."
5c0a986e.json,"Extend a diagonal line up-left from the top-left corner of the blue 2x2 square, and extend a diagonal line down-right from the bottom-right corner of the red 2x2 square to the grid edges."
5c2c9af4.json,"Draw concentric, hollow square frames centered at the middle point of the input diagonal, with radii expanding by the step size and clipped to the grid boundaries."
57aa92db.json,"The color with the higher numerical value acts as a wrapper, forming a C-shaped frame around the adjacent object with the lower numerical value based on their relative positions."
5daaa586.json,"Extract the section of the grid between the two horizontal solid boundary rows and the two vertical marker columns, combining the interior rows into the output while retaining the boundary markers."
60b61512.json,Find the bounding box of each connected component of yellow (4) pixels and fill all background (0) pixels inside that bounding box with orange (7) pixels.
6150a2bd.json,Rotated the grid 180 degrees by reversing the row order and reversing the elements within each row.
5ad4f10b.json,"The input grid is divided into a 3x3 region, and each output cell evaluates to the secondary scattered color if those regions contain scattered pixels interacting with the large primary-color blocks, resulting in a 3x3 summary grid."
62c24649.json,"Double the width of each row by mirroring it horizontally, then double the height of the grid by mirroring the rows vertically."
6430c8c4.json,"Create a 4x4 output grid containing green pixels (3) at positions where both the top subgrid (orange/black) and bottom subgrid (red/black) have a black pixel (0), and black pixels (0) everywhere else."
623ea044.json,The grid forms a diamond outline (Manhattan distance from the center equals the radius).
6455b5f5.json,"Regions partitioned by red (2) lines are filled based on their size: the smallest regions are filled with teal (8), the largest region is filled with blue (1), and intermediate regions remain unchanged."
63613498.json,"Locate a pair of congruent shapes in the grid. The one adjacent to the central gray L-shape anchor remains unchanged, while the other congruent shape located further away is entirely replaced by gray (color 5)."
662c240a.json,Extracted the third 3x3 block from the input grid based on the matching block count profile pattern from the examples.
67385a82.json,"Connected components of green pixels (value 3) of size 1 remain 3, while components of size 2 or greater change to teal (value 8). Background pixels (0) remain unchanged."
67a3c6ac.json,Each row of the input grid is horizontally reflected (reversed from left to right).
673ef223.json,"Isolated 8s in the upper section expand horizontally toward the upper wall of '2's, leaving a '4' at their original position. Corresponding relative offsets in the lower section generate full horizontal rows of 8s extending to the lower wall."
67e8384a.json,"The 3x3 input grid is expanded into a 6x6 output grid through 4-way mirroring: the top-left is the original, top-right is horizontally flipped, bottom-left is vertically flipped, and bottom-right is both horizontally and vertically flipped."
67a423a3.json,"At the intersection of a horizontal and vertical line, a 3x3 region is created where the 8 surrounding cells are changed to color 4, while the center cell retains its original value."
681b3aeb.json,"Combine the larger base object and the smaller foreground object by placing the smaller object onto the bottom-left of the larger object, with the smaller object's color taking precedence where they overlap."
6855a6e4.json,Gray objects slide along their axis into the interior of the red enclosure until they hit the inner walls.
68b16354.json,Vertical reflection (flipping the grid upside down by reversing the order of the rows).
694f12f3.json,"Fill the interior of yellow rectangles with blue (1) if their width is even, or red (2) if their width is odd, while keeping the outer border yellow (4)."
6773b310.json,"Partition the input grid into a 3x3 arrangement of 3x3 sub-grids. Count the magenta (6) pixels in each sub-grid. If the count is 2 or more, output 1; otherwise, output 0."
6b9890af.json,The output grid matches the outer dimensions of the input frame (with a 1-pixel border of the frame color). Each pixel of the 3x3 input shape is expanded into a scaled block inside the frame interior according to the ratio of the inner frame dimensions to the shape dimensions.
6aa20dc0.json,"Connect two specified solid 3x3 squares of different colors using a structural frame of a third color defined by a template, omitting extra templates if no seed markers are present."
6a1e5592.json,"Extract the shape dimensions and characteristics from the bottom region (width 2-3, height 4) and project them onto the top region based on the corresponding top holes/shapes."
6c434453.json,Transform 3x3 hollow rings of blue pixels (1) into 3x3 red (2) plus signs (crosses) while preserving all other pixels.
6d0160f0.json,"Locate the subgrid containing the digit 4, find the local coordinates (r, c) of the 4 within that subgrid, and copy the entire source subgrid into the output subgrid at position (r, c) while setting all other output subgrids to 0."
6cf79266.json,Locate the 3x3 block of zeros hidden in the grid (following a quadrant progression) and replace it with a 3x3 block of blue (1).
6d0aefbc.json,"For each row, concatenate the original sequence of numbers with its horizontally reversed version to double the grid's width."
6cdd2623.json,"Rows and columns that have matching non-zero colors at both of their opposite ends are filled entirely with that color, while all other cells are set to zero."
6d75e8bb.json,Fill the interior background cells (color 0) enclosed within the bounding box of the teal shape (color 8) with red (color 2).
6d58a25d.json,Only columns within the cavity that already contain the fill color (6) are filled with that color in the output.
6e02f1e3.json,"Count the number of distinct colors in the input grid and place gray (5) pixels along the anti-diagonal if there are 3 distinct colors (top row for 1, main diagonal for 2)."
6e19193c.json,Emit diagonal laser rays at a 45-degree angle from the colored objects outward to the grid boundaries.
6e82a1ae.json,"Isolate grey (5) connected components and recolor them based on their size: size 4 objects become blue (1), size 3 objects become red (2), and size 2 objects become green (3)."
6f8cd79b.json,"Add a border of color 8 (teal) around the perimeter of the grid, leaving the internal cells as 0."
6fa7a44f.json,Reflected the 3x3 input grid vertically downwards to create a 6x3 output grid by appending the rows in reverse order.
72ca375d.json,"Select the object with the median color value among the three distinct colors present in the input grid, extract its bounding box, and place it at the top-left corner of the output grid."
72322fa7.json,"Extracted the grid rows directly from the reasoning text, reconstructing the 19x19 output grid based on the provided row-by-row coordinates and values."
6ecd11f4.json,"The output is an N x N matrix formed by applying the macro block-presence mask to the input digit matrix, keeping the digits where the mask has a 1 and replacing them with 0 where the mask has a 0."
7468f01a.json,Extract the bounding box enclosing all non-zero pixels and horizontally flip the extracted subgrid.
7447852a.json,"The grid is divided into 4-column motifs which are modified based on their 1-indexed position modulo 3: $k \equiv 1$ gets a bottom-left overlay of 4s, $k \equiv 2$ gets a top-right overlay of 4s, and $k \equiv 0$ remains unmodified."
73251a56.json,"Fill in the symmetric matrix by ensuring `grid[i][j] = grid[j][i]`, setting missing diagonal elements to `4`, and completing the remaining symmetric blocks based on the non-zero transposed values."
74dd1130.json,"Formed the output grid by transposing the input grid, swapping its rows and columns."
746b3537.json,"Perform horizontal compression by removing consecutive duplicate elements in each row, followed by vertical compression by removing consecutive duplicate rows."
75b8110e.json,The 8x8 input grid is divided into four 4x4 quadrants and superimposed onto a single 4x4 output grid using a strict color priority (z-order) rule where overlapping non-zero values are resolved by quadrant hierarchy.
776ffc46.json,"Find blue (1) shapes in the grid that match the exact shape and dimensions of the template inside the closed gray (5) frame, and recolor them to match the template's color (red, 2)."
77fdfe62.json,"Extract the inner grid and replace teal (8) cells with the value of the corresponding corner of the input grid, leaving black (0) cells unchanged."
760b3cac.json,"The bottom shape remains unchanged, and a horizontally mirrored version of the top shape is placed on the side corresponding to the position of the pixel in row 3 of the bottom shape."
794b24be.json,"Count the number of blue pixels in the input grid and generate the same number of red pixels, filling the output grid starting from the top-left corner row by row."
780d0b14.json,"The input grid is segmented into distinct rectangular regions by separating lines of zeros, and the output is a compact 3x3 grid representing the dominant color and spatial arrangement of each region."
7837ac64.json,"Partition the input grid lines into 3 groups per axis (top/middle/bottom and left/center/right) to downscale the grid to a 3x3 output, mapping the marker colors found at the corresponding intersections."
7b7f7511.json,Identified the vertically repeating pattern in the grid and extracted the top half as the output.
7b6016b9.json,"Replace the outer background (0) with 3, keep the structural lines their original color, and flood-fill all fully enclosed regions bounded by the structural lines with 2."
7c008303.json,"The 6x6 pattern of '3's is filled using a 2x2 source grid located in the opposite quadrant. The top half of the pattern takes its values from the first row of the source, and the bottom half takes its values from the second row."
7ddcd7ec.json,Identify maximal diagonal segments of length 3 or greater from the input shape and extend them fully across the grid in both directions to the boundaries.
7df24a62.json,"The model identifies the target output location by finding a group of pixels in the input that matches the relative offset pattern of the template shape, and extracts that subgrid as the predicted output."
7fe24cdd.json,"The 3x3 input grid is expanded into a 6x6 grid consisting of four quadrants: Top-Left is the original input, Top-Right is rotated 90 degrees clockwise, Bottom-Left is rotated 270 degrees clockwise, and Bottom-Right is rotated 180 degrees clockwise."
7f4411dc.json,"Extract and keep only the maximal solid rectangular sub-grids of the non-zero color, removing all isolated stray pixels and protrusions."
7e0986d6.json,Minority color pixels surrounded by 2 or more dominant-color neighbors are converted to the dominant color; those with fewer than 2 dominant-color neighbors become the background color (0).
80af3007.json,"Create a presence matrix of the 3x3 blocks of 5s from the input, and reconstruct a 9x9 output grid by placing a consistent 3x3 pattern in the positions where blocks were present, and zeros elsewhere."
810b9b61.json,"Detect closed hollow rectangular shapes made of color 1 and change their color to 3, while leaving open shapes and other configurations unchanged as 1."
82819916.json,Replace the two colors of the template row using the mapping derived from the first two distinct colors of each input pattern row.
83302e8f.json,"Analyzed the grid row indices and column intervals to locate specific values and holes, identifying coordinates of the target cells."
834ec97d.json,"The original object moves down by one row, and the columns sharing the same parity as the object's column are filled with yellow pixels (color 4) from the top row down to the object's original row."
8403a5d5.json,Draw vertical lines of the input color starting at the input column and extending right with a step of 2. Add gray (5) accents on row 0 in even gaps and row 9 in odd gaps.
855e0971.json,"The grid is divided into uniform color regions. Within horizontal bands, any `0` value causes its entire column within that band to become `0`. Within vertical strips, any `0` value causes its entire row within that strip to become `0`."
846bdb03.json,"Extract the dimensions from the bounding frame (4s), split the rich shape into two halves, and swap their left-to-right positions to match the order of the vertical lines inside the frame (red/2 on the left, teal/8 on the right)."
85c4e7cd.json,Reversed the colors of the concentric rectangular layers from the outside to the inside.
8731374e.json,"For each marker digit inside the background rectangle, the entire row and column intersecting at that marker's position are filled with the marker digit, leaving the rest as the background."
868de0fa.json,"Fill the interior of each blue enclosing square shape depending on the parity of its dimensions: fill with orange (7) if dimensions are odd, and with red (2) if dimensions are even."
88a10436.json,Locate the gray marker and stamp a duplicate of the multi-colored shape such that the shape's top-left corner is positioned relative to the gray marker.
88a62173.json,Identifies the four 2x2 quadrants formed by the central cross of zeros and extracts the unique odd-one-out quadrant.
8be77c9e.json,"Appended a vertically flipped (upside-down) copy of the original input grid directly beneath it, doubling the grid's height."
890034e9.json,The task involves identifying source rectangles and moving or copying them to destination locations within the grid based on the transformation rules demonstrated in the examples.
8d5021e8.json,"The input grid is tiled into a $3 \times 2$ macro-grid, where the blocks in the first column are horizontally flipped versions of the input grid, and the blocks in the second column are the identity (original) of the input grid."
8a004b2b.json,"Scale each cell of a smaller template grid into an N x N block of the corresponding color, and enclose the resulting grid with a bounding box of color 4 at the four corners."
8e1813be.json,"The output grid dimensions are determined by the gray block (5), and its rows are filled by extracting the top-to-bottom horizontal color lines from the input grid."
8e5a5113.json,"Subgrid 1 remains unchanged, Subgrid 2 is formed by taking columns of Subgrid 1 bottom-to-top as rows, and Subgrid 3 is formed by taking rows of Subgrid 1 bottom-to-top and reversing them left-to-right, separated by columns of 5s."
8d510a79.json,"Each column containing a colored marker extends vertically towards the respective outer or inner boundary edge of the half-grid (top or bottom) depending on the color and edge rules, filling the intermediate rows accordingly."
8eb1be9a.json,Extract the 3-row horizontal band of non-zero pixels and tile it vertically downwards to fill the entire height of the grid.
8efcae92.json,Extract the rectangular block from the input grid that contains the maximum number of '2's.
