Task,gemini-3.5-flash-lite
16f28a3b.json,"0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 3 0 0 0 0 0 0
1 0 0 0 3 3 3 0 0 0 1 0
0 0 0 0 0 3 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0"
19e94f32.json,"0 8 8 0 0
0 8 8 0 0
0 0 0 0 3
8 8 8 0 0
8 0 8 0 3"
16fb18ab.json,"9 2 5
3 5 4
1 6 9"
1a74a195.json,"5 5 5 5 5 5 5 5 5 5 5 5 5 5
5 6 6 6 6 6 6 6 6 6 6 6 6 5
5 6 7 7 7 7 7 7 7 7 7 7 6 5
5 6 7 3 3 3 3 3 3 3 3 7 6 5
5 6 7 3 4 4 4 4 4 4 3 7 6 5
5 6 7 3 4 2 2 2 2 4 3 7 6 5
5 6 7 3 4 2 8 8 2 4 3 7 6 5
5 6 7 3 4 2 8 8 2 4 3 7 6 5
5 6 7 3 4 2 2 2 2 4 3 7 6 5
5 6 7 3 4 4 4 4 4 4 3 7 6 5
5 6 7 3 3 3 3 3 3 3 3 7 6 5
5 6 7 7 7 7 7 7 7 7 7 7 6 5
5 6 6 6 6 6 6 6 6 6 6 6 6 5
5 5 5 5 5 5 5 5 5 5 5 5 5 5"
1ae63fb9.json,"1 1 1 1 1 1
1 9 9 9 9 1
1 9 0 0 9 1
1 9 0 0 9 1
1 9 9 9 9 1
1 1 1 1 1 1"
1b1095a8.json,"0 0 0 0 0 0 0 5 5 5 0
0 0 0 8 8 8 0 5 0 5 0
3 3 3 8 0 8 0 0 0 0 0
3 0 3 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0
0 4 0 0 4 0 0 0 4 0 0"
1c0a270d.json,"0 0 0 6 0 0 0
0 0 0 6 0 0 0
0 0 0 0 0 0 0
0 0 0 1 0 0 0
0 0 0 0 0 0 0
0 0 0 8 0 0 0
0 0 0 0 0 0 0"
1c76d410.json,"2 2 2 2 2 2 2 2 2 2
2 0 0 0 0 0 0 0 0 2
2 2 2 2 2 2 2 2 2 2
2 0 0 0 0 0 0 0 0 2
2 0 0 0 0 0 0 0 0 2
8 0 0 0 0 0 0 0 0 8
8 0 0 0 0 0 0 0 0 8
8 8 8 8 8 8 8 8 8 8
8 0 0 0 0 0 0 0 0 8
8 8 8 8 8 8 8 8 8 8"
1b40be75.json,"0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0"
1e8ee3d6.json,"9 5 4
9 5 4
9 5 4"
1c7bda91.json,"6 4 5 5
3 7 1 9
3 5 7 8
5 5 4 8"
1ff5d68e.json,"6 6 6 6 0 0
0 0 0 6 0 0
0 0 0 6 0 6
0 0 6 6 6 6"
2089f173.json,"0 0 0 4 0 0 0 0 0 0 6 0
0 0 6 0 0 0 0 0 0 4 0 0
0 4 0 0 0 0 0 0 6 0 0 0
6 0 0 0 0 0 0 4 0 0 0 0
0 0 0 0 0 0 6 0 0 0 0 4
0 0 0 0 0 4 0 0 0 0 6 0
0 0 0 0 6 0 0 0 0 4 0 0
0 0 0 4 0 0 0 0 6 0 0 0
0 0 6 0 0 0 0 4 0 0 0 0
0 4 0 0 0 0 6 0 0 0 0 0
6 0 0 0 0 4 0 0 0 0 0 0
0 0 0 0 6 0 0 0 0 0 0 0"
2247228c.json,"8 0 8 8 0 8 0 0 0
0 8 8 8 8 0 0 0 0
8 0 0 0 0 8 0 0 0
0 0 0 4 0 0 0 0 0
0 0 0 4 4 4 0 0 0
0 0 0 0 4 0 0 0 0"
23308f51.json,"0 3 0 0 0 0 4 0 0 0 0 3 0 0 0 0 4 0 0 0 0 3 0 0 0 0 4
0 3 0 0 0 0 4 0 0 0 0 3 0 0 0 0 4 0 0 0 0 3 0 0 0 0 4
0 3 0 0 0 0 4 0 0 0 0 3 0 0 0 0 4 0 0 0 0 3 0 0 0 0 4
0 3 0 0 0 0 4 0 0 0 0 3 0 0 0 0 4 0 0 0 0 3 0 0 0 0 4
0 3 0 0 0 0 4 0 0 0 0 3 0 0 0 0 4 0 0 0 0 3 0 0 0 0 4
0 3 0 0 0 0 4 0 0 0 0 3 0 0 0 0 4 0 0 0 0 3 0 0 0 0 4
0 3 0 0 0 0 4 0 0 0 0 3 0 0 0 0 4 0 0 0 0 3 0 0 0 0 4
0 3 0 0 0 0 4 0 0 0 0 3 0"
236e8d41.json,"2 0 2 2 2 2 2 2 2 2 2 2 2 2 2
2 0 2 2 2 2 2 2 2 2 2 2 2 2 2
2 0 2 2 2 2 2 2 2 2 2 2 2 2 2
2 0 2 2 2 2 2 2 2 2 2 2 2 2 2
4 4 4 4 4 4 4 4 4 4 0 4 4 4 4
4 4 4 4 4 4 4 4 4 4 0 4 4 4 4
4 4 4 4 4 4 4 4 4 4 0 4 4 4 4
4 4 4 4 4 4 4 4 4 4 0 4 4 4 4
4 4 4 4 4 4 4 4 4 4 0 4 4 4 4
1 1 1 1 1 1 0 1 1 1 1 1 1 1 1
1 1 1 1 1 1 0 1 1 1 1 1 1 1 1
1 1 1 1 1 1 0 1 1 1 1 1 1 1 1
1 1 1 1 1 1 0 1 1 1 1 1 1 1 1
8 8 8 8 0 8 8 8 8 8 8 8 0 8 8
8 8 8 8 0 8 8 8 8 8 8 8 0 8 8
8 8 8 8 0 8 8 8 8 8 8 8 0 8 8
8 8 8 8 0 8 8 8 8 8 8 8 0 8 8"
24bef2c2.json,"1 1 2 1 1 2 1 1 1 1
1 1 1 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1 2
1 2 1 1 2 1 1 1 1 1
1 1 1 1 1 1 1 1 1 1
1 1 1 1 1 1 2 1 2 1
1 1 2 1 1 1 1 1 1 1
1 1 1 1 1 2 1 2 1 1
1 1 1 1 1 1 1 1 1 1"
251c0037.json,"0 0 4 4 0 0 4 4 0 0
0 0 4 4 0 0 4 4 0 0
4 4 0 0 4 4 0 0 4 4
4 4 0 0 4 4 0 0 4 4
0 0 4 4 0 0 4 4 0 0
0 0 4 4 0 0 4 4 0 0"
251810be.json,"7 7 8 1 9 8 2 6 6 2 8 9 1 8 7 7
7 1 1 8 8 8 6 6 6 6 8 8 8 1 1 7
8 1 6 9 2 6 6 1 1 6 6 2 9 6 1 8
1 8 9 1 6 6 1 1 1 1 6 6 1 9 8 1
9 8 2 6 8 7 6 6 6 6 7 8 6 2 8 9
8 8 6 6 7 7 6 5 5 6 7 7 6 6 8 8
2 6 6 1 6 6 5 5 5 5 6 6 1 6 6 2
6 6 1 1 6 5 5 7 7 5 5 6 1 1 6 6
6 6 1 1 6 5 5 7 7 5 5 6 1 1 6 6
2 6 6 1 6 6 5 5 5 5 6 6 1 6 6 2
8 8 6 6 7 7 6 5 5 6 7 7 6 6 8 8
9 8 2 6 8 7 6 6 6 6 7 8 6 2 8 9
1 8 9 1 6 6 1 1 1 1 6 6 1 9 8 1
8 1 6 9 2 6 6 1 1 6 6 2 9 6 1 8
7 1 1 8 8 8 6 6 6 6 8 8 8 1 1 7
7 7 8 1 9 8 2 6 6 2 8 9 1 8 7 7"
25d3373d.json,"2 2 6
6 7 6
1 6 7"
253aa45d.json,"8 8 8 1 8
8 8 8 8 1
8 8 8 1 8
8 8 1 8 8
8 1 8 8 8
1 8 8 8 8
8 1 8 8 8
8 8 1 8 8
8 8 8 1 8
8 8 8 8 1"
2765ffdf.json,"0 0 0 0 0 0 0 0 0 0 0
8 8 8 8 8 5 4 4 4 4 4
0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0
9 9 9 9 9 5 6 6 6 6 6"
277c93c2.json,"3 3
3 3"
2744ce4d.json,"0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 2 0 0 2 0
0 0 0 0 0 2 0 0 2 0
0 0 0 1 0 2 0 0 2 1
0 1 2 1 2 2 0 1 2 1
0 1 2 1 2 1 2 1 2 1
0 1 2 1 1 1 1 1 2 1
0 1 1 1 1 1 1 1 1 1"
2a3ea837.json,"0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 8 0 0 0 0 0 0 0 0 0
0 0 0 4 0 0 0 0 0 0 0 0 0
0 0 0 4 0 0 0 0 0 0 0 0 0
0 0 0 4 0 0 0 0 0 0 0 0 0
0 0 0 4 0 0 0 0 0 0 0 0 0
0 0 0 4 0 0 0 0 0 0 0 0 0
0 0 0 4 4 4 4 4 4 4 4 2 0
0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0"
2ac102d1.json,"2 7 7 2
7 2 7 2
2 7 7 7
2 7 2 7"
279778ba.json,"9 3 3 9 3 3 0 0 0 5 9 3 3
4 4 8 4 4 8 0 0 0 5 4 4 8
8 9 8 8 9 8 0 0 0 5 8 9 8
9 3 3 0 0 0 9 3 3 5 0 0 0
4 4 8 0 0 0 4 4 8 5 0 0 0
8 9 8 0 0 0 8 9 8 5 0 0 0
0 0 0 9 3 3 9 3 3 5 0 0 0
0 0 0 4 4 8 4 4 8 5 0 0 0
0 0 0 8 9 8 8 9 8 5 0 0 0"
297f3784.json,"1 0 0 0 0 0 0 0 0 0
1 0 0 0 0 0 0 0 0 0
1 0 0 2 2 0 1 1 0 0
1 0 0 2 0 0 0 1 1 0
0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 2
0 0 3 0 0 3 3 0 0 2
0 0 3 0 0 0 0 0 0 2
0 0 0 0 0 0 0 0 0 0"
2dbb265d.json,"1 3 1 1
0 3 0 0
2 3 0 2
0 3 0 0"
2ed2b4e6.json,0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0
2a117f56.json,4
308a2424.json,8 1 5 2 1 2 5 1 8 8 1 5 2 1 2 5
30c34ffd.json,"4 3 2 1 7 4 1
4 8 1 4 8 2 3
4 8 7 1 1 1 4
3 1 8 3 2 1 1
3 7 4 1 1 1 1
4 3 4 1 1 4 4
1 4 2 3 1 8 2"
2d17a4a0.json,"0 0 0
0 0 0
2 0 2"
32cdba4a.json,"2 9
9 6"
32d2e658.json,"1 1 1 8 1 1 1 1
1 8 8 1 1 1 1 1
1 1 1 1 1 1 1 1
1 1 1 1 1 8 8 8
1 1 1 1 1 1 1 1
1 1 1 8 8 8 1 1
1 1 1 1 1 1 1 1"
33332f29.json,"6 6 6
6 6 6
6 6 6"
352947b3.json,"6 0 6
0 6 6
6 0 6"
394a0756.json,"0 0 0 0 0 0 0 0 0 3 3 3 3
0 0 0 0 0 0 0 0 0 3 8 8 3
0 0 0 0 0 0 0 0 0 3 8 8 3
0 0 2 2 2 2 2 2 0 3 8 8 3
0 0 2 8 8 8 8 2 0 3 3 3 3
0 0 2 8 8 8 8 2 0 0 0 0 0
0 0 2 8 8 8 8 2 0 0 0 0 0
0 0 2 8 8 8 8 2 0 0 0 0 0
0 0 2 2 2 2 2 2 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0
0 1 1 1 1 1 0 0 1 1 1 0 0
0 1 8 8 8 1 0 0 1 8 1 0 0
0 1 8 8 8 1 0 0 1 1 1 0 0
0 1 1 1 1 1 0 0 0 0 0 0 0"
3a2975f5.json,"0 0 0 0 0 0 0 0 0 0
0 4 0 0 0 0 0 0 6 0
0 0 3 3 3 3 3 3 0 0
0 0 3 0 0 0 0 3 0 0
0 0 3 0 0 0 0 3 0 0
0 0 3 0 0 0 0 3 0 0
0 0 3 3 3 3 3 3 0 0
0 2 0 0 0 0 0 0 8 0
0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0"
32e07bbb.json,"2 2 3 0 5 2
5 5 1 1 5 2
0 1 1 1 1 3
3 1 1 1 1 0
2 5 1 1 5 5
2 5 0 3 2 2"
3b036b2b.json,"8 8 8 8 8 8
8 8 8 8 8 8
8 8 3 3 8 8
8 8 3 3 8 8
8 8 8 8 8 8
8 8 8 8 8 8"
3bae05d5.json,"0 0 0 8 0 0 0 0 0 0
0 0 0 8 0 0 0 0 0 0
0 0 0 8 0 0 0 0 0 0
0 0 0 8 0 0 0 0 0 0
8 8 8 8 8 8 8 8 8 8
0 0 0 8 0 0 0 0 0 0
0 0 0 8 0 0 0 0 0 0
0 0 0 8 0 0 0 0 0 0
0 0 0 8 0 0 0 0 0 0
0 0 0 8 0 0 0 0 0 0"
3bb0981f.json,"0 0 0 0 0 0 0 0 0 0 0 0 0
0 8 0 0 0 0 0 0 0 0 0 0 0
0 3 0 0 0 0 0 0 8 0 0 0 0
0 3 0 0 0 0 0 0 0 0 0 0 0
0 8 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 8 3 3 3 3 3 8
0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 8 3 3 3 3 3 3 3 8 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0"
3c33d9aa.json,"0 6 6 6 6 6 6 6 6 6 0
6 0 6 6 6 6 6 6 6 0 6
6 6 0 6 6 6 6 6 0 6 6
6 6 6 0 6 6 6 0 6 6 6
6 6 6 6 0 6 0 6 6 6 6
6 6 6 6 6 0 6 6 6 6 6
6 6 6 6 0 6 0 6 6 6 6
6 6 6 0 6 6 6 0 6 6 6
6 6 0 6 6 6 6 6 0 6 6
6 0 6 6 6 6 6 6 6 0 6
0 6 6 6 6 6 6 6 6 6 0"
3ce8e416.json,"0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0
1 1 6 1 6 1 6 6 1 6
0 0 0 0 0 0 0 0 0 0
6 6 8 6 8 6 8 8 6 8
0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0
1 1 4 1 4 1 4 4 1 4
0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0
8 8 3 8 3 8 3 3 8 3
0 0 0 0 0 0 0 0 0 0
2 2 1 2 1 2 1 1 2 1
0 0 0 0 0 0 0 0 0 0"
3df0049f.json,"0 1 0 1 1 1 8 0 2
8 2 1 8 2 8 0 1 8
1 8 1 1 0 2 0 2 8
8 1 8 1 1 8 8 1 0
0 2 0 8 0 8 8 1 0
8 8 8 8 8 2 8 8 0
8 8 0 0 0 0 2 0 8
2 0 0 2 1 8 8 2 0"
3e4e51fb.json,"0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0
1 0 0 0 0 0 0 0 0
1 1 0 0 0 0 0 0 0
1 1 1 0 0 0 0 0 0
1 1 1 1 0 0 0 0 0
2 2 2 2 2 0 0 0 0
3 3 3 3 3 3 0 0 0
3 3 3 3 3 3 3 0 0"
3e562f0e.json,"0 4 4 4 0 0 0 0 0 0 0 0 0 0 0 0
0 4 8 4 0 0 0 0 0 0 0 0 0 0 0 0
0 4 4 4 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0
0 0 0 0 0 0 0 0 0 0 0 0 1 2 1 0
0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
6 6 6 0 0 0 0 0 0 0 0 0 0 0 0 0
6 3 6 0 0 0 0 0 0 0 0 0 0 0 0 0
6 6 6 0 0 0 0 0 0 0 0 0 0 0 0 0"
3fa44027.json,"0 0 4 2 4 4 0 4 4 4 4 4 0 4 4 4 4 0 2 4 4 0 4 0 4
0 0 4 2 4 4 4 4 0 4 4 4 4 4 4 0 4 4 2 4 0 0 4 4 4
2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2
0 4 4 2 4 4 4 4 4 4 4 4 0 4 4 4 4 4 2 0 4 4 4 0 4
4 4 4 2 4 4 0 4 4 4 0 4 4 4 4 0 0 0 2 4 4 4 0 4 4
4 0 4 2 4 0 4 0 4 4 4 4 4 4 4 4 4 4 2 4 4 0 4 4 4
4 4 4 2 4 0 4 4 4 0 4 0 4 4 4 4 4 4 2 4 0 4 0 0 4
0 4 0 2 0 0 4 4 4 0 0 4 4 0 0 4 0 4 2 0 4 4 4 4 4
4 0 4 2 0 4 0 4 0 0 4 4 0 4 4 0 4 4 2 4 4 0 4 4 0
4 4 4 2 0 4 4 4 0 4 0 0 4 4 4 4 4 0 2 4 4 0 4 4 4
4 0 0 2 0 4 4 0 4 4 0 4 4 0 4 4 0 4 2 0 4 4 4 0 4
4 4 4 2 4 4 4 0 4 4 4 4 4 4 0 4 4 4 2 0 0 4 0 4 4
2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2
4 4 0 2 4 4 4 4 0 0 4 4 0 4 4 4 4 0 2 0 0 0 4 4 0
4 4 4 2 4 4 4 4 0 4 4 0 4 0 4 4 4 4 2 4 4 4 4 4 4
4 0 4 2 0 4 4 4 4 4 4 4 4 0 0 4 0 4 2 0 4 4 4 4 4
0 4 4 2 4 4 4 0 4 4 0 4 0 4 4 4 4 4 2 4 4 4 4 4 0
4 4 0 2 4 4 4 4 4 4 0 4 0 4 0 4 4 4 2 0 4 4 4 4 0
0 0 0 2 4 4 4 4 4 4 4 4 4 4 4 0 4 0 2 4 4 0 4 4 4
4 4 0 2 0 4 4 0 4 4 4 0 4 4 4 0 4 4 2 4 4 4 0 4 4
2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2
4 4 4 2 4 4 4 0 4 0 0 0 0 4 4 4 0 4 2 4 0 4 4 4 4
4 4 4 2 4 0 4 4 0 4 4 0 4 4 0 4 0 4 2 4 4 4 4 4 0
0 4 4 2 4 4 4 0 0 4 4 4 0 0 0 0 4 4 2 4 4 4 4 4 4
0 4 0 2 4 4 0 4 0 4 4 4 4 4 0 0 0 4 2 4 4 0 4 0 4
4 4 4 2 4 0 4 0 0 0 4 4 0 4 4 0 4 0 2 4 0 4 0 4 4
4 4 4 2 0 0 4 4 4 4 0 4 4 4 4 4 0 4 2 4 4 4 0 0 4"
41415157.json,"3 3 3 3
0 3 3 0
3 3 3 3
3 3 3 3
0 3 3 0
3 3 3 3
3 3 3 3
0 3 3 0
3 3 3 3"
410a3da9.json,"6 6 2 3 6 6 2 3 6 6 2 3 6 6 2
6 2 2 0 6 2 2 0 6 2 2 0 6 2 2
0 0 2 0 0 0 2 0 0 0 2 0 0 0 2
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0"
42399cfb.json,"3 3 3
2 2 2
4 4 4"
3f8d5042.json,"0 0 0 0 0 5
0 0 0 0 5 0
0 0 0 5 6 5
0 0 5 0 0 8
0 5 0 0 0 8
5 3 3 3 2 2"
43fe9187.json,"0 0 0 0 0 0 1 1 1
1 1 1 0 0 0 1 5 1
1 5 1 0 0 0 1 1 1
1 1 1 0 1 1 1 0 0
0 0 0 0 1 5 1 0 0
0 0 0 0 1 1 1 0 0
0 0 1 1 1 0 1 1 1
0 0 1 5 1 0 1 5 1
0 0 1 1 1 0 1 1 1"
42659e50.json,"0 0 0 5 0 0 0 5 4 4 4
0 0 0 5 0 0 0 5 4 4 4
0 0 0 5 0 0 0 5 4 4 4
5 5 5 5 5 5 5 5 5 5 5
0 0 0 5 0 0 0 5 0 0 0
0 0 0 5 0 0 0 5 0 0 0
0 0 0 5 0 0 0 5 0 0 0
5 5 5 5 5 5 5 5 5 5 5
0 0 0 5 4 4 4 5 0 0 0
0 0 0 5 4 4 4 5 0 0 0
0 0 0 5 4 4 4 5 0 0 0"
44e610d9.json,"8 8 8 8 0 0 0 0 0 0 0 0
8 8 8 8 0 0 0 0 0 0 0 0
8 8 8 8 0 0 0 0 0 0 0 0
8 8 8 8 0 0 0 0 0 0 0 0
0 0 0 0 9 9 9 9 6 6 6 6
0 0 0 0 9 9 9 9 6 6 6 6
0 0 0 0 9 9 9 9 6 6 6 6
0 0 0 0 9 9 9 9 6 6 6 6
1 1 1 1 0 0 0 0 0 0 0 0
1 1 1 1 0 0 0 0 0 0 0 0
1 1 1 1 0 0 0 0 0 0 0 0
1 1 1 1 0 0 0 0 0 0 0 0"
44ee9996.json,"9 4 4 9
1 9 9 9
4 4 9 4
9 1 4 0"
