Task,gemma-4-31b-it
09ced63f.json,"Mirror the positions of color 8 and color 2 across the center of the grid. Create an L-shaped path of color 4 connecting the new position of color 8 to the new position of color 2, moving horizontally first and then vertically."
0a8a81c2.json,"Swap the positions of the Blue (1) and Red (2) 2x2 squares, shift both by (0, 1), and generate tails extending from the top-left corners of the new squares in opposite diagonal directions."
0afb8045.json,"The 9x9 grid is treated as a 3x3 grid of 3x3 blocks. Blocks containing the value '5' are rotated 90 degrees clockwise (r, c) -> (c, 2-r) and replaced with 3x3 blocks of '1's."
0acf2e2c.json,Extend paths of 3s from the endpoints of the sequence of 8s in the direction of the sequence. Paths bounce off cells containing 2s (reversing the perpendicular direction component) and stop at grid boundaries.
1019c9b5.json,"The output is a grid with the dimensions of the color 2 rectangle. The boundary is color 2, and the interior is filled by rotating the smaller shape 270 degrees clockwise and scaling it to fit the internal area."
1177e4e1.json,"Points of color 1 and 3 fill their respective columns, while points of color 2 fill their respective rows. Column colors (1 and 3) take priority over row colors (2) at intersections."
122d89df.json,Transpose the input dimensions and create a grid with a boundary of 8s and an interior of 0s.
10dbff0f.json,Identify the repeating 3x3 pattern block and extract its 2x2 subgrid (top-left or bottom-right).
11b38d72.json,"The grid is constructed by filling row c_A with color_A, row c_B with color_B, column r_A with color_B, and column r_B with color_A. The intersections of these lines are colored as follows: (c_A, r_A) and (c_B, r_B) become color 2, (c_A, r_B) becomes color_A, and (c_B, r_A) becomes color_B."
132626ff.json,Extract the smallest bounding box containing all non-zero elements and repeat it twice vertically.
16264fb9.json,Swap all occurrences of the number 5 with 8 and vice versa.
12f3f7fd.json,"The grid is rotated 180 degrees (each cell at (r, c) moves to (9-r, 9-c)). Based on the provided examples, the color-5 object remains color 5, and other objects maintain their original colors."
144bc2ce.json,"The output is a 4x4 grid where each cell (i,j) is determined by the colors present in the four 4x4 quadrants (Q1: Top-Left, Q2: Top-Right, Q3: Bottom-Left, Q4: Bottom-Right) of the 8x8 input. The rule follows a color-shifting mapping: if only Q1 is present, the output is Q2 (6); if only Q2 is present, the output is Q3 (5); if only Q3 is present, the output is Q4 (4); and if only Q4 is present, the output is Q1 (9). For cells with multiple colors or no colors, the output is determined by a priority or a default value (often 0, 5, or 6)."
18872b41.json,"For each input square of side S, border color B, and interior color I, the output creates a concentric structure: an S x S border of color I, an interior of color B, and an outer border of color B with thickness S-2."
18daa518.json,"The output grid consists of rows of a single color (2, 3, or 4). The middle row's color is determined by the middle cell (1,1): if (1,1)=5, the color is 4; if (1,1)=0, the color is 3. For symmetric grids (across the middle column), the top and bottom rows share the same color, which is determined by the middle row's pattern: (0,5,0) -> 2, (5,0,5) -> 4, (0,0,0) -> 3. For non-symmetric grids, the top and bottom rows differ; based on Example 1, a diagonal pattern results in Row 0 = 2 and Row 2 = 3."
198e24f8.json,"The output creates a diamond-like pattern of horizontal segments starting from column 0. The center row $R_{out}$ is the vertical reflection of the input line's row $R_{in}$ ($R_{out} = \text{Height} - 1 - R_{in}$). The length of the segment at row $R$ is $L - |R - R_{out}|$, where $L$ is the length of the input line. Colors alternate between 7 (even distance from $R_{out}$) and 8 (odd distance from $R_{out}$)."
19a630b4.json,"Extract the shape located within a rectangular frame, recolor the shape to the frame's color, and crop the output grid to the dimensions of the frame's interior."
1b6912c6.json,"Extract the middle column of the input grid, reverse its sequence, and place it as the middle row of a new grid of the same size, with all other cells set to 0."
1ce6f377.json,"If all values in a column are identical, the output column is filled with 5s; otherwise, it is filled with 0s."
1d0d24b9.json,"Identify the color value of the shape that is not a solid rectangle (i.e., the shape containing a hole of zeros)."
1d47c799.json,The transformation shifts the intersection of a colored cross based on the number and position of grey cells (color 5) in the top-left corner.
1dcc3a06.json,"The input grid is partitioned into a 3x3 grid of regions by blocks of a specific color. Each cell in the output 3x3 grid is filled with the sparse color if its corresponding region in the input contains at least one pixel of that color, otherwise it is 0."
1ee1cc30.json,"If the grid consists of vertical layers, the output is a 1xN grid of colors from top to bottom. If horizontal, an Nx1 grid from right to left."
20bcd162.json,Count the number of non-zero cells in the input grid and create a column vector of that height containing the value of those cells.
22036409.json,"The line of 5s (grey) is transposed from a row to a column (row R becomes column R). Each non-zero, non-five point (r, c, v) is transformed into a horizontal segment. The row r' of the segment is determined by the distance of the original point from the line of 5s, and the column range c' is determined by the original column c relative to the line of 5s. Specifically, points are mirrored or shifted across the line of 5s, and their values (colors) may be swapped based on their position relative to the line."
2239e243.json,"Reflect the red rectangles across the center of the 15x15 grid (point 7,7) and reposition the grey shapes symmetrically within the new red rectangle configuration."
22beac7e.json,"The interior corner pixels of a rectangular boundary are moved to the outer diagonal corners of the boundary: Top-Left Interior moves to Bottom-Left Outer, Top-Right Interior to Top-Left Outer, Bottom-Left Interior to Bottom-Right Outer, and Bottom-Right Interior to Top-Right Outer."
2333a7cd.json,"The 3x3 input is transformed into a 3x3 pattern P by transposing the input and swapping the first and third rows. The final 9x9 output is a block matrix where each 3x3 block B_{i,j} is equal to P if P_{i,j} is non-zero, and is a 3x3 block of zeros otherwise."
25087915.json,"For each row in the input grid, if it contains a non-zero element, replace all zeros in that row with 8; otherwise, leave the row as all zeros. Then, tile the resulting grid 2x2 (repeat twice horizontally and twice vertically)."
16b35ae4.json,"The output grid fills the last r+1 rows (where r is the row index of the input color C) with a repeating 4-row cycle: 1) all cells color C, 2) only the last cell is 5, 3) all cells color C, 4) only the first cell is 5."
15c5c6b3.json,"Identify ""irregularity"" pixels of the inner color (X) that lie just outside the main inner-shape block. A top irregularity (r, c) creates a vertical line of color X at column (W-1-c). A bottom irregularity (r, c) also creates a vertical line of color X at column (W-1-c). A left irregularity (r, c) creates a horizontal line of color X at row (H-1-r). A right irregularity (r, c) creates a horizontal line of color X at row (H-1-r). The outer shape (color Y) is shifted based on the grid's center."
27906204.json,"Identify vertical columns of 5s at indices 1, 3, 5, and 7. Rank these columns by the length of the 5s in descending order and replace the 5s with values 1, 2, 3, and 4 respectively."
28a8bafa.json,"Rotated two colored rectangles (transposing dimensions) and repositioned them 90 degrees clockwise. A rectangle of color 8 was placed in the gap between them, with its width determined by the overlap of the rotated rectangles minus 1."
2a1e195d.json,"The output grid size is determined by the number of regions created by the divider lines (C x R, where C is the number of column regions and R is the number of row regions), filled with the background color."
2aa3edcf.json,"The red 2x2 block's top-left corner (r, c) is transformed to (8-r, 8-c), and grey pixels are transformed using the same (8-r, 8-c) coordinate mapping."
2b517013.json,"Monochromatic rows i are transformed into columns i, and monochromatic columns j are transformed into rows (N-1-j), with the output grid initialized to color 5."
2b726cab.json,"Transpose the input grid, reverse the order of the rows, and then expand each element into a 2x2 block."
2c6b6b2b.json,"Identify V-shaped patterns of each color, rotate them 90 degrees counter-clockwise, and fill the area between the leftmost point of each row and the maximum column index of the rotated shape."
2c95f4ac.json,Map intersections of lines to a 3x3 grid by grouping line indices into three sets. The color of each 3x3 cell is determined by the color of the intersections mapping to that cell.
2d296aa2.json,Divide the grid into horizontal strips based on dominant colors and replace all cells in each strip with that dominant color.
2f31aeb7.json,"The output grid consists of three 3x3 sub-grids separated by rows of 5s. G1 remains unchanged. G2 is a transformation of G1 based on the position of the unique color (at (0,0), G2 is the transpose of G1). G3 is a 180-degree rotation of G1."
3018168b.json,"The output grid is filled with color 3, and the input shape (treating all non-zero colors as color 1) is combined with its 180-degree rotation around its center to create a centrally symmetric shape."
31f2517d.json,"Identify holes (regions of 0s enclosed by color 2), reflect their coordinates across the center of the grid, and fill those reflected positions with color 3."
329bb819.json,"Extract the non-zero value (excluding 5) from each 3x3 block, arrange them in a grid, rotate that grid 90 degrees clockwise, add 5 to each value, and expand each value back into a 3x3 block separated by lines of 5s."
3306044d.json,Transpose the input grid and reverse the order of the rows. Identify the largest rectangular block of 0s in the resulting grid and replace all 0s within that block with the color 6.
33eaf6d3.json,Reverse the order of elements in each row of the input grid.
342aa36e.json,"Extract the pattern from the bottom-right, rotate it 90 degrees clockwise, and reflect it horizontally to create a base shape. Place this shape in the four corners of a reduced-size grid, using the cross color, with each corner being a reflection (horizontal, vertical, or both) of the base shape."
3444e487.json,Each cell in the 3x3 input grid is expanded into a 3x3 block of the same value in the output grid.
36d140bc.json,"Rectangular areas of color 5 are transformed: corners become color 1, boundary edges become color 4, and the interior becomes color 2."
375cee28.json,"Rotate the grid 90 degrees counter-clockwise. Cells with value 3 that were part of a connected component (size > 1) in the original grid become 8, while isolated cells with value 3 remain 3."
3787f0cd.json,"The input grid is divided into blocks by lines of a specific color. The colors of these blocks form a smaller grid, which is then flipped horizontally to produce the output grid."
37fc07a6.json,The output grid is a scaled version of the input grid rotated 90 degrees counter-clockwise. The scaling factor (block size) is equal to the number of unique colors in the input grid minus one.
385d3bcf.json,"The 3x3 input grid is expanded into a 6x6 grid consisting of four 3x3 quadrants: Top-Left (90° counter-clockwise rotation), Top-Right (original input), Bottom-Left (180° rotation), and Bottom-Right (vertical flip)."
38b88268.json,"The output grid is a 3x5 grid where the cells are determined by the symmetric difference (XOR) of the top 3x5 grid (T) and the bottom 3x5 grid (B). Specifically, the output contains 8s at positions (r, c) where T[r, c] and B[r, c] are different, but only for the column that contains the maximum number of such differences."
38e983ce.json,"Identify the 3x3 block of zeros, find its mirror image across the vertical center of the grid, extract the values from that mirrored position, and transpose the resulting 3x3 block."
39581c28.json,"Identify unique colors and the row index of their first appearance. Use this row index as the column index in the output grid. Place all occurrences of each color in its designated column, starting from row 0 and filling downwards."
3b0fd42c.json,"For each pair of symmetric rows (i, 15-i), if a cell contains the color 4, it is replaced by the value from the corresponding cell in its partner row."
3b63bce7.json,"The grid is split vertically. The left half (cols 0-4) uses the color of the pixel at column 2, and the right half (cols 5-9) uses the color of the pixel at column 7. Rows 0 and 9 are fully filled with these respective colors. Columns 0, 2, 7, and 9 are fully filled with their respective colors. All other cells are 0."
3bc79aa5.json,"Identify a color that appears on all four boundaries of the grid. If it appears at (0, j), (H-1, j), (i, 0), and (i, W-1), create a cross of that color at row i and column j."
3d294117.json,The input is split into a template block (containing color 8) and a placement grid. The template is flipped vertically. The placement grid's minimum and maximum colors are swapped. The output is a grid of blocks where each cell in the swapped placement grid is replaced by the flipped template shape in that cell's color.
3d5cf5ae.json,"The output grid dimensions are (Input Width * 2) x (Input Height). Non-zero rows in the input at indices $r_i$ correspond to non-zero columns in the output at indices $c_i = r_i$. The values in each output column $c_i$ are formed by taking the input row $r_i$, shifting it to start with its last element, and repeating this sequence to fill the column height."
3d67cfac.json,"The color block is rotated 90 degrees counter-clockwise, and this rotated pattern is placed at positions derived from a 90-degree clockwise rotation of the relative positions of the 8-blocks."
3e7de993.json,"The output grid is the transpose of the input dimensions. For each colored pixel at (r, 0) with color C, columns r-1, r, and r+1 are filled with color C in a checkerboard pattern: columns r-1 and r+1 have color C at even rows, and column r has color C at odd rows."
4144165a.json,"The grid is divided into a 3x3 layout by lines of 8s. The regions are filled as follows: Top-Middle with 1s, Middle-Left with 3s, Middle-Middle with 6s, Middle-Right with 4s, and Bottom-Middle with 2s. All other regions remain 0."
41a47a51.json,"Change cells with value 5 to 3 if their column index is even; otherwise, keep them as 5."
43301109.json,Identify all pixels with value 2 that have no orthogonally adjacent pixels of value 2 (isolated pixels) and change their value to 1.
436eac25.json,"The output is a 4x4 grid where the value at (i, j) is 3 if exactly one of the corresponding cells in the two 4x4 input parts (columns 0-3 and 5-8) is non-zero (XOR operation on occupancy), and 0 otherwise."
4382eb87.json,"The output is the transpose of the input grid. All distractor colors (4 in the test case) are replaced by the main color (5). The resulting grid is then processed row by row: for each row, the main color blocks are shifted left by the index of the first occurrence of the main color in that row (modulo the grid width)."
43a55117.json,"Swap line orientations (horizontal to vertical and vice versa), map positions based on indices, and assign colors based on line length (longest=1, middle=4, shortest=2)."
460b5ff7.json,The output grid is a 90-degree clockwise rotation of the input grid. Any cell that was either a 0 or a 2 in the input grid and is located within the smallest bounding box containing all the input 2s (after rotation) becomes a 2 in the output grid. All other cells are simply rotated.
46445496.json,"Create a checkerboard pattern using the two input colors, starting with the color of the second row at position (0,0)."
16cb4e27.json,Identify all distinct 3x3 patterns of the same color in the input grid and output the pattern that occurs most frequently.
268419f7.json,"Create a grid where the number of columns equals the number of unique colors and the number of rows equals the maximum color frequency. Fill columns from right to left based on descending frequency, placing colors at the bottom of each column."
47d64b0b.json,"Identify colors with the maximum pixel count, order them by their leftmost column index, and create a grid where each row consists of one of these colors repeated by the maximum count."
48fc77fb.json,"The special color moves based on its coordinates (R, C): if R is even and C is even and R != C, it moves to (R+2, C). A pattern of '4's is then generated in all rows with the same parity as the new row R', and in all columns from 0 up to C'-2 if C' is even."
49843988.json,"The input grid is divided into a left side (columns 0-4) and a right side (columns 6-10) by a central vertical line of color 5. For each row, the left and right sides are mirrored horizontally and combined (union). The resulting 11x5 grid is then flipped vertically."
4af08fa2.json,"Find all 3x3 blocks in the input grid that contain no zeros, and output the block among them that contains the highest number of 1s."
4d6e5092.json,Connect cells with value 1 that share the same row or column using lines of value 8. Iteratively connect any 1s that are orthogonally adjacent to these paths.
4d71170f.json,Frames of 1s move to other empty areas of the same size. Fill color is determined by the size of the frame: odd-sized frames are filled with 7s and even-sized frames are filled with 2s.
4e91477b.json,"Extract the 3x3 bounding box of the shape containing color 8, replace color 8 with the shape's primary color, and rotate the grid 90 degrees counter-clockwise."
4e93079d.json,"Rotate the 3x3 arrangement of 2x2 blocks 90 degrees counter-clockwise, fill gaps between special blocks to complete lines or L-shapes, rotate the position of the special color within each 2x2 block 90 degrees counter-clockwise, and set all other non-separator cells to 1."
4eef72f2.json,"Perform a logical OR operation between the left and right 5x3 blocks of the input. The 3x3 output is formed by taking the 1st row, the OR of the 2nd and 4th rows, and the 5th row of the resulting 5x3 grid."
4f0fae80.json,"The pattern P is vertically mirrored if its height is odd, or rotated 180 degrees if its height is even. Three copies of this transformed pattern are then placed in the grid based on the relative positions of the original pattern P and the two grey regions R1 and R2."
4f21329b.json,"The arm of the arm object is removed, and the main rectangle of the arm object is placed adjacent to the target object in the direction the arm was pointing, centered along the perpendicular axis."
50223f5e.json,"For each 2x2 block of color 5 with top-left corner (r, c), place color 4 at (r-1, c-1), color 3 at (r-1, c+2), color 2 at (r+2, c-1), and color 1 at (r+2, c+2)."
50e8d698.json,"Identify all contiguous regions of blue and red pixels, find the region containing the highest number of red pixels, and extract its rectangular bounding box."
523b5d26.json,"Reverse the order of the rows. For each row, extract the sequence of non-zero elements, place that sequence at the end of the row, and place its reverse at the beginning of the row, filling the middle with zeros."
52a4b0ce.json,"Extract a sequence from the shortest path between the first and last non-zero elements in the input grid. Pad the sequence to length 6. Place this sequence in row r (where r = last_row - first_row) of a 6x6 grid, and shift the sequence left for rows i < r and right for rows i > r."
5497f03b.json,"When a 2 and a 3 are adjacent (horizontally or vertically), the 3 is replaced by 8 and the 2 is replaced by 0. All other cells remain unchanged."
57505bf4.json,"The 9x9 grid is divided into 3x3 blocks. Each cell in the 3x3 output grid is determined by the most frequent non-zero value within the corresponding 3x3 block of the input grid; if there is a tie or no non-zero value, the output is 0."
579e60de.json,"For each row, identify the first non-zero number and fill all subsequent cells to the right with that same value."
57ba6143.json,"Transpose the dimensions of the identified rectangles of color 8 while maintaining their top-left coordinates, and remove all other isolated pixels of that color."
57c1757f.json,"The input centers of the cross patterns are rotated 90 degrees counter-clockwise around the grid center. Each cross is then expanded into a 5x5 structure where the center, inner corners, and outer corners take the center color (C), and the arms and extended arms take the arm color (A)."
591e175e.json,"Transforms ""C"" shapes (3x2) into ""U"" shapes (2x3) and repositions them based on a rotated relative offset. A pixel of color 4 is placed at the top row (row 0) corresponding to the center column of each ""U"" shape."
5b16c689.json,"The output grid is a 3x4 grid where each cell (r, c) is determined by comparing the input cell (r, c) with its vertically mirrored counterpart (6-r, c). A cell in the output grid is 3 if the pair (input[r, c], input[6-r, c]) is (0, 5) or (7, 5) in specific patterns, but more simply, it appears to be a specific mapping of the pairs (T, B) where T is the top grid and B is the bottom grid. Specifically, for the test case:
Col 0: (7,5), (0,5), (0,5) -> (3,0,0)
Col 1: (0,5), (0,0), (0,0) -> (0,0,0)
Col 2: (7,5), (7,5), (7,0) -> (3,0,0)
Col 3: (0,0), (0,5), (0,0) -> (0,3,0)
Based on the patterns in the examples, the mapping is: (7,5) at r=0 is 3, (0,5) at r=1 is 3, (0,5) at r=2 is 3."
5b55fbd5.json,"Identify a rectangle boundary of color 5, fill its interior with color 8, and if a gap exists in the boundary, leak color 8 from that gap to the edge of the grid in the corresponding direction."
5bd9f198.json,"Each cell with value 1 becomes the center of a cross pattern: the center remains 1, the cell above becomes 7, the cell below becomes 6, the cell to the left becomes 8, and the cell to the right becomes 2."
5c271fb0.json,"Rotate the grid 90 degrees clockwise around the center (4.5, 4.5). For any point of color X (X ≠ 3) that shares a row or column with the rotated 2x2 block of color 3, draw a line of color X from that point to the nearest edge of the block."
5e6b2d66.json,"The output grid is derived by combining the three input blocks (A, B, and C) using a logic where the most frequent color in each cell across the blocks is prioritized, but if multiple colors are present, the missing color from the set {1, 4, 9} is often used, with 4 acting as a default filler for empty or conflicting cells."
6035622d.json,Rotate the grid 180 degrees and replace all occurrences of the number 7 with the number 5.
6327725f.json,"Shift the row indices of objects with color 2 and color 4 to align with the row indices occupied by the object of color 1, while maintaining their relative internal structure and column positions."
63350426.json,Identify the two hollow rectangles and determine which one has the larger bounding box area. The output is a 2x2 grid filled with the color of the larger rectangle.
64446dac.json,"For columns with colors at both row 0 and row 10, fill rows 0-4 with the top color, row 5 with color 5, and rows 6-10 with the bottom color. All other cells remain 0."
64ca5cfa.json,"The output grid is a 4x4 grid where a cell is 0 if both the corresponding cells in Grid A and Grid B are 0, and 3 otherwise. The resulting grid of 0s is then shifted vertically by one position (upwards) modulo 4."
65635293.json,"The output pattern depends on the number of distinct colors in the input: 1 color results in the right-most column of 5s, 2 colors result in the anti-diagonal of 5s, and 3 colors result in the main diagonal of 5s."
670e9939.json,"The output grid is a 6x6 grid derived from the inner 6x6 part of the input. The inner part is rotated 90 degrees counter-clockwise. The resulting grid is divided into four 3x3 quadrants. Each quadrant's non-zero pixels (originally 8s) are replaced by a corner color from the input grid, where the corner colors are rotated 90 degrees clockwise: Top-Left (TL) color moves to the Top-Right (TR) quadrant, TR to Bottom-Right (BR), BR to Bottom-Left (BL), and BL to Top-Left (TL)."
67ed9866.json,Identify the main color (the most frequent color other than 0 and 2). Any cell of this main color that is orthogonally adjacent to a cell of color 2 (red) is changed to color 4 (yellow).
6b3538d6.json,"Identify two 3x3 shapes of 4s and 0s, rotate each 90 degrees clockwise, replace 0s with 7s, and reposition them in the grid."
6b4f200d.json,"Count non-zero colors and sort them by frequency (descending). The output height is the maximum count, and the width is the input height. Each sorted color fills the bottom-most cells of its respective column based on its count."
6b9af729.json,"The output grid is a 4x4 grid where a cell (i, j) is 3 if it is 0 in both the first grid (G1) and the second grid (G2), or if it satisfies a specific spatial relationship between the two grids."
6d7dd58a.json,Identify the relative coordinates of non-zero cells within the input's 3x3 block and use those coordinates to determine which 3x3 blocks in the output grid should be filled with the original pattern.
6e26b33e.json,"Extract the core 6x6 block, transpose it, reorder the rows according to the sequence (4, 3, 2, 1, 0, 5), and tile this resulting block across the 29x29 grid."
6e8c6f41.json,"The grid is rotated 180 degrees (row_new = height - 1 - row_old, col_new = width - 1 - col_old). Any two 8s that share the same row or column in the rotated grid are connected by a line of 3s."
6ff6e487.json,"The output is a 13x14 grid where each row's pixels are determined by a modulo 3 rule based on the center column (9). Rows alternate between a pattern where j % 3 is 0 or 2, and a pattern where j % 3 is 1 or 2, repeating every 3 rows."
70766a30.json,"The output is a 5x1 grid where the number of 1s equals the number of 2x2 blocks of color 1 (blue) found in the input grid, with the remaining cells filled with 0s."
70ba8b81.json,"The output grid is constructed based on the positions of 5s in the input grid. The columns of the output are determined by the row indices of the 5s in the first column (column 0) of the input. The rows of the output are also based on these same row indices, but they are shifted down by the number of 5s in the first row (row 0) that are less than or equal to the current row index. The last row (row 9) of the output contains 5s at the determined columns. For other determined rows, a 5 is placed at column 0 and 2s are placed at the determined columns."
710e341a.json,Mirror the input grid horizontally and place the filler color (2) at the midpoints of the top and bottom rows.
48f7a31a.json,"The output is a 16x16 grid where each cell (r, c) is determined by the formula (c - r + k) mod N + 1, where N is the maximum value in the input grid and k is an offset derived from the input pattern. For the test case, N=8 and k=7."
25df60f1.json,"Extract the small multicolored grid, rotate it 90 degrees clockwise, and mask it using the positions of the background color pattern mapped to the grid's dimensions."
4a26a2ce.json,Rotate the input grid 180 degrees and repeat the resulting grid vertically.
7207378b.json,"Identify non-zero colors in the odd-numbered columns of identical row pairs, determine the most frequent color, and list the remaining colors in descending order of frequency."
72ea2393.json,"The transformation rule maps input coordinates (r, c) to output coordinates (1-c, r)."
7142e540.json,"The rule identifies whether the two input points of the same color form a line with a slope of 1 (r2-r1 = c2-c1) or -1 (r2-r1 = -(c2-c1)). If the slope is 1, the output is a diagonal of the form r+c=S. If the slope is -1, the output is a diagonal of the form r-c=S. The value of S is derived from the coordinates of the first point (r1, c1), specifically S=r1 for r-c diagonals and S=r1+c1-1 for r+c diagonals."
71ab3814.json,"The grid is divided into a 3x3 arrangement of 5x5 sections by background lines (color 9). The base shape is the union of all foreground patterns across all sections (a 3x3 hollow square). In the output, each section contains this base shape; it is colored with the foreground color (4) if the corresponding input section contained foreground pixels, and with the background color (9) if the input section was empty."
7352c553.json,Identify the longest and shortest non-zero lengths of segments of 5s. Assign color 1 to the longest and color 2 to the shortest. Place these segments right-aligned in the rows reflected across the center (Reflected Row = 8 - Input Row).
7379c540.json,The 3x3 pattern block is placed into a 9x9 grid at positions indicated by 1s in the coordinate grid (treating the 1 as the center of the 3x3 block). The final output appends a column of 5s and the original 3x3 pattern block to the right.
756cab08.json,"Identify the coordinates (r, c) of all '5' cells in the input grid. Reflect these coordinates across the center of the 9x9 grid using the formula r' = 8 - r and c' = 8 - c. At each reflected coordinate (r', c'), place a 3x3 pattern consisting of a center '0', edges '1', and corners '5'."
74a4eba4.json,"Transposed the dimensions of each solid rectangular block (H x W becomes W x H), converted them into outlines, and rotated their positions 90 degrees clockwise around the grid center."
738a7525.json,"The main shape's color is replaced by the color of the pixel at (6, 6), and the shape is rotated 180 degrees around the center of the 7x7 grid."
7688fd95.json,The output grid consists of all pixels that lie on the two diagonals passing through the single colored pixel in the input grid.
777db7a2.json,"The rule identifies the center cell (where the value is 0) and sets all cells on the two diagonals passing through that center (where |row - center_row| = |col - center_col|) to 0, while keeping all other cells as the original background value."
75a07c4c.json,"The output grid is constructed by filling each column `j` with the sequence `S` (from Row 0 of the input) based on the shapes of color 5. For each shape `k` with rows `[r_start_k, r_end_k]` and columns `[c_min_k, c_max_k]`, the shape splits `S` into a ""top"" part `S[0...r_start_k]` and a ""bottom"" part `S[r_end_k+1...11]`. Columns to the left of the shape's center `(c_min_k + c_max_k)//2` are assigned the top part, and columns to the right are assigned the bottom part. If a column belongs to multiple shapes, the final set of rows is the intersection of the parts assigned by each shape. Columns not belonging to any shape are filled with the entire sequence `S`."
7adb327a.json,Extract the bounding box of non-zero elements and transpose the resulting sub-grid.
7ccde831.json,Shift all cells of color 8 (azure) one position to the left and change their color to 2 (red).
7e597f69.json,"The shapes (color 5) are moved to new positions based on their size and the available empty space in the grid. Specifically, the shapes are shifted to the most suitable empty regions of the same dimensions. Any completely enclosed holes within the shapes are filled with color 2 (red)."
7eb0babb.json,"For each row in the input grid, the output row is formed by concatenating the reverse of the input row with the original input row."
7f724336.json,"If the input consists of uniform columns, extract the column values, reverse the sequence, remove consecutive duplicates, and output as an Nx1 column vector."
806769c2.json,"The output grid is a 3x3 grid where a cell (i, j) is 2 if the corresponding cells in the left 3x3 input grid (L) and right 3x3 input grid (R) satisfy the condition: (L[i,j] == 0 AND R[i,j] == 0) OR (L[i,j] == 9 AND R[i,j] == 1), but this rule is modified by a column-based filter or a specific pattern of exclusion. Based on the provided examples, the most consistent pattern for the output is a 3x3 grid of 0s and 2s."
8095374d.json,"Each non-zero pixel at input position (r, c) with color 'color' is mapped to a 4x4 block of the same color in the 20x20 output grid, starting at row r_out = c * 2 and column c_out = 16 - (r * 2)."
80a436d4.json,"The 2s (red pixels) are rotated 90 degrees clockwise around the center of the bounding box formed by the 3s (green pixels). If the resulting shape extends beyond the grid boundaries, the entire bounding box (including the 3s) is shifted to keep the shape within the grid."
817bbfc7.json,"Identify the positions of color 5 (grey) in the input grid, rotate these positions 90 degrees clockwise, and fill those positions in the output grid with the other color present in the input, leaving all other cells as 0."
83cb4b22.json,"Identify rows 1, 3, 5, and 7. Group them by distance from the center row (index 4). For each group, calculate the sum of input lengths (S). The output length for each row is L_out = |L_in - S|. Place a block of length L_out at the end of the row consisting of ceil(L_out/2) twos followed by floor(L_out/2) eights."
85193c15.json,"Identified two input pixels on the same row, calculated two center points based on the row index and first column index, and placed two mirrored ""symmetric cross"" shapes at those centers using the swapped colors of the input pixels."
8647aaa4.json,"The output grid is the transpose of the input grid. The position of the 2x2 Azure square (color 8) is determined by mapping the input's edge distances (T, B, L, R) to the output's edge distances (R, L, T, B)."
8853a1f7.json,The input grid is divided into blocks by rows and columns of zeros. The output grid is formed by taking the dominant non-zero color from each corresponding block.
892ac619.json,Mirror the L-shaped patterns horizontally across the vertical center of the grid and include corresponding diagonal extensions.
899151bb.json,"The output grid is a 2x2 tiling of the input grid: the bottom-left is the original, the bottom-right is the original mirrored horizontally, the top-left is the original flipped vertically, and the top-right is the original flipped vertically and mirrored horizontally."
8a19209b.json,"The input 3x3 grid is rotated 90 degrees counter-clockwise to form the top-left quadrant of a 6x6 grid, which is then mirrored horizontally and vertically to fill the remaining quadrants."
8ab5357c.json,"Divide the input into 3x3 blocks, identify the block with a unique structural pattern, and transpose it."
